gene_id	gene_short_name	locus	FPKM_ECT095_R1	FPKM_ECT095_R2	FPKM_ECT105_R1	FPKM_ECT105_R2	FPKM_ECT115_R1	FPKM_ECT115_R2	FPKM_ECT125_R1	FPKM_ECT125_R2	FPKM_MES095_R1	FPKM_MES095_R2	FPKM_MES105_R1	FPKM_MES105_R2	FPKM_MES115_R1	FPKM_MES115_R2	FPKM_MES125_R1	FPKM_MES125_R2
ENSMUSG00000020801	Med31	chr11:72211723-72215592	8.1378	8.09378	7.39918	6.99281	6.44479	7.61534	7.78728	7.58584	7.26841	7.00592	7.91876	7.60818	5.60738	6.68915	5.45381	7.18445
ENSMUSG00000020802	Ube2o	chr11:116537739-116581447	21.962	20.3815	19.2147	16.1464	18.6406	16.7343	16.779	16.3349	20.2831	21.9743	25.6575	21.7942	23.057	20.125	23.9573	20.5212
ENSMUSG00000020803	Txndc17	chr11:72207546-72210015	143.684	130.777	184.107	148.11	143.912	133.562	211.971	161.945	69.4441	51.6421	58.0934	52.3599	61.0299	51.4885	49.1363	45.2887
ENSMUSG00000020804	Aanat	chr11:116593686-116597680	0	0	0	0	0	0.126478	0	0	0	0	0	0.0447159	0	0	0	0
ENSMUSG00000020805	Slc13a5	chr11:72241988-72266659	0.437762	0.806796	1.21893	2.10138	0.68104	1.15632	0.523572	0.31559	0.0232811	0.099544	0.0593794	0	0	0	0.0628873	0.117512
ENSMUSG00000020806	Rhbdf2	chr11:116598164-116627019	2.96121	3.15216	3.07122	3.30365	2.81922	3.63553	3.47537	3.17399	1.13903	1.53715	3.60733	3.95704	2.25409	3.40386	2.05769	2.75678
ENSMUSG00000020807	4933427D14Rik	chr11:72154096-72207431	2.63682	4.89803	3.18288	7.93573	4.31386	7.46544	4.35155	8.30538	2.86129	4.7314	3.4834	7.32073	4.20332	7.24245	3.14995	7.35738
ENSMUSG00000020808	Pimreg	chr11:72042031-72047370	55.1904	51.4718	49.5179	40.225	57.2913	44.2985	50.3173	35.6459	87.1361	62.0323	78.3789	61.621	75.5145	62.0428	52.9493	49.999
ENSMUSG00000020810	Cygb	chr11:116645594-116654313	0.693789	0.530429	0.419466	0.21618	0.605651	0.122354	0.111272	0.0968789	6.86745	4.84643	3.1601	2.95885	1.08057	1.20674	1.41314	0.82004
ENSMUSG00000020811	Wscd1	chr11:71749919-71789647	0.926182	1.38874	6.05019	3.45134	0.531545	0.835919	0.442671	0.307156	0.224548	0.244148	0.387512	0.131661	0.819665	0.421415	0.769971	0.588919
ENSMUSG00000020812	1810032O08Rik	chr11:116671668-116675798	0.907042	5.36946	0.799122	7.34493	0.990422	6.15072	0.344697	8.39438	0.801589	6.26045	0.367705	7.60494	0.565285	5.04946	0.312981	4.56467
ENSMUSG00000020814	Mxra7	chr11:116803061-116828046	3.05315	1.80608	2.47433	1.89934	4.27021	1.71335	3.07132	2.07982	5.36104	4.15654	7.26748	5.20134	7.48226	5.75694	6.47956	6.61455
ENSMUSG00000020817	Rabep1	chr11:70844777-70943105	12.8854	16.302	11.951	13.1982	12.9531	15.3042	12.1996	15.2891	14.3815	20.528	12.9453	17.2328	13.5151	19.0478	12.7091	20.5145
ENSMUSG00000020818	Mfsd11	chr11:116853819-116875635	5.97755	5.61076	3.96016	5.48925	4.99465	5.95304	6.06148	5.62468	4.19676	3.50786	3.73154	4.22049	5.07211	4.0103	6.35619	6.03667
ENSMUSG00000020821	Kif1c	chr11:70700547-70731964	27.625	26.4385	31.9815	25.2479	32.0536	30.0293	35.8616	29.7508	17.3817	16.7757	19.6067	17.8872	26.9601	19.9838	25.2587	24.3117
ENSMUSG00000020823	Sec14l1	chr11:117115171-117159268	24.7588	23.1406	22.9754	20.4531	26.0412	22.9004	29.8855	24.5073	18.6844	17.1846	28.9538	21.4521	25.0773	20.7731	27.3739	25.4359
ENSMUSG00000020826	Nos2	chr11:78920786-78960254	0.0248217	0.115385	0	0.016328	0	0	0	0.0134676	0.534544	0.510334	0.495583	0.437206	0.38567	0.367655	0.616375	0.485118
ENSMUSG00000020827	Mink1	chr11:70562880-70614483	9.72478	14.5489	10.66	18.7733	10.8352	17.349	14.8477	20.0638	7.06432	10.325	9.27611	14.2458	6.73836	11.5707	7.48968	10.9703
ENSMUSG00000020828	Pld2	chr11:70540063-70558110	1.00028	0.671663	1.12616	1.32322	1.35553	1.32548	1.78007	2.39424	0.790625	0.3318	0.384193	0.448917	0.783705	0.503842	1.21034	0.884918
ENSMUSG00000020829	Slc46a1	chr11:78465696-78471945	7.48754	4.8007	8.79192	6.00103	7.4764	6.05596	7.84903	6.4505	4.43103	3.9091	5.34445	4.06804	5.40712	4.51363	6.18025	4.45124
ENSMUSG00000020830	Vmo1	chr11:70513515-70514616	0	0.0735971	0	0	0.105043	0	0	0	0.0538947	0.0747159	0.251029	0	0	0.0909976	0.0544649	0.258592
ENSMUSG00000020831	0610010K14Rik	chr11:70235205-70237914	54.2813	36.8891	56.0625	40.4459	67.688	38.8097	53.877	31.0183	76.0218	43.7047	110.238	75.1108	107.395	71.7909	81.9829	60.3861
ENSMUSG00000020832	Eral1	chr11:78073375-78080383	10.0162	10.9032	9.53639	9.14644	11.6187	10.1111	9.86129	10.0074	14.1344	12.6146	14.5043	12.7971	13.9496	13.6328	13.557	12.1371
ENSMUSG00000020834	Dhrs13	chr11:78032279-78037866	7.7335	5.81032	10.0062	6.38904	8.30712	6.43419	7.72727	5.45838	6.96251	4.9955	7.36065	4.72714	6.38226	5.77474	7.22132	5.0794
ENSMUSG00000020836	Coro6	chr11:77462410-77470484	0.182137	0.246933	0.21175	2.56564	0.395753	1.21288	0	0.760467	0	0.0843213	0.0434908	0.136157	0.0262505	0.0471031	0	0.0206579
ENSMUSG00000020838	Slc6a4	chr11:76998602-77032340	0.124934	0.424272	0.108617	0.0410884	0.116565	0.167455	0.289982	0.380102	0.0265781	0.0368455	0.165078	0.377429	0.93948	0.382284	0.524926	0.595183
ENSMUSG00000020839	Tmigd1	chr11:76902158-76916587	0.124616	0.151041	0.162384	0	0	0.0417547	0	0	0.159078	0.140761	0.0205803	0	0	0.0447626	0	0
ENSMUSG00000020840	Blmh	chr11:76924808-76987379	108.669	78.9769	91.2322	68.3614	91.1389	71.4967	86.3153	66.1551	97.0468	74.1569	90.7179	73.6039	94.9715	80.6708	86.8135	69.1758
ENSMUSG00000020841	Cpd	chr11:76778423-76847018	16.4	15.3612	13.3072	15.0723	16.1725	15.9078	16.806	19.5529	13.774	16.2077	11.0076	12.0986	14.2256	15.5531	15.1035	19.4346
ENSMUSG00000020843	Timm22	chr11:76406951-76416292	27.4967	24.4982	33.8186	20.4557	38.6996	20.2259	32.0859	20.9406	45.7678	25.0226	36.2127	28.7239	39.6355	28.9964	37.7086	29.7323
ENSMUSG00000020844	Nxn	chr11:76257197-76399140	53.6654	41.5225	54.6814	39.7117	83.4125	46.6269	133.513	75.9238	48.1538	36.1578	89.0299	74.9505	57.5287	58.3315	57.2188	42.3449
ENSMUSG00000020846	Rflnb	chr11:76019193-76027782	10.4457	11.0828	28.0001	32.2202	29.1842	34.6764	46.3484	41.2972	10.0134	9.55002	6.20425	7.13191	7.3596	7.85274	10.5049	9.89601
ENSMUSG00000020847	Rph3al	chr11:75830998-75938429	0.619354	1.29661	1.37867	1.11319	1.29685	1.69364	1.59638	1.26327	0.10378	0.0456654	0.295788	0.202458	0.661305	0.250319	0.515969	0.734037
ENSMUSG00000020848	Doc2b	chr11:75768965-75796049	0.17566	0.14743	0.0640597	0.102712	0.283261	0.143879	0.747696	0.478991	0.0996576	0.0230264	0.0322349	0	0.10663	0	0.469989	0.199236
ENSMUSG00000020849	Ywhae	chr11:75732868-75765845	501.463	490.381	473.59	420.49	495.717	437.657	497.134	434.767	529.669	489.18	494.171	475.507	513.608	483.294	448.265	439.478
ENSMUSG00000020850	Prpf8	chr11:75486815-75509449	120.291	111.718	97.9435	90.9229	118.278	96.9234	102.337	102.174	118.053	101.414	107.091	102.332	131.911	96.8122	120.08	103.693
ENSMUSG00000020857	Nme2	chr11:93949813-93956259	324.226	250.54	254.525	197.393	305.347	219.321	296.741	204.921	412.615	266.773	372.184	300.134	363.012	298.536	348.806	238.29
ENSMUSG00000020859	Spag9	chr11:93996102-94126085	10.4646	11.1451	7.2962	9.69278	11.9644	11.4702	10.3834	13.3589	10.6054	13.6229	13.2924	17.2728	18.9295	16.867	22.3871	30.3375
ENSMUSG00000020863	Luc7l3	chr11:94287889-94321988	36.7114	54.3706	27.4565	50.1869	29.5053	42.1544	26.335	44.1652	35.2632	49.176	32.4977	51.3112	33.5216	50.5861	27.6445	45.542
ENSMUSG00000020864	Ankrd40	chr11:94328000-94341841	26.4656	24.2741	24.504	23.0076	34.8241	25.9879	29.67	25.6644	35.063	29.4163	31.1284	32.1282	40.7444	33.6981	32.5455	33.3104
ENSMUSG00000020865	Abcc3	chr11:94343294-94392976	1.0714	0.87946	0.936057	0.862396	0.60717	1.17388	0.28896	0.621111	0.188309	0.160668	0.241828	0.169394	0.309887	0.281312	0.746221	0.266187
ENSMUSG00000020866	Cacna1g	chr11:94408390-94474198	1.27161	1.45343	1.02479	1.76552	3.94462	1.58319	1.39986	1.08278	3.72211	4.65277	11.3251	14.4892	12.6985	14.1537	26.2737	24.1041
ENSMUSG00000020867	Spata20	chr11:94478903-94485348	0	0.037653	0	0	0	0	0	0	0.0551462	0.0955635	0.0321072	0	0.0147511	0.0232777	0	0.0440995
ENSMUSG00000020868	Xylt2	chr11:94663850-94677515	8.72559	8.96163	9.94273	10.362	10.1286	10.1753	8.15995	10.399	6.91914	8.09762	7.91375	9.39609	7.29803	9.32713	7.70928	9.1212
ENSMUSG00000020869	Lrrc59	chr11:94629766-94645216	101.678	94.8526	98.5702	68.9572	84.3979	63.596	80.9768	57.1527	138.767	114.364	107.337	90.4418	94.4257	86.7141	81.2382	65.6221
ENSMUSG00000020870	Cdc34b	chr11:94741781-94743033	0	0.0801851	0.566389	0.0453676	0.228974	0.0462164	0.120182	0.137316	0	0.203565	0.615644	0.0490195	0.495227	0.0495468	0.267132	0.187867
ENSMUSG00000020871	Dlx4	chr11:95140446-95146263	4.10292	4.00946	2.87689	2.3309	4.31513	3.57446	8.63822	5.39327	0.0476125	0.176018	0.0739226	0.0265121	0.101887	0.0267968	0.12831	0.0253833
ENSMUSG00000020872	Tac4	chr11:95261528-95269265	0.0680391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020873	Slc35b1	chr11:95384691-95391776	43.0779	41.4393	50.3426	42.6057	32.2799	31.8605	27.2079	28.9792	32.8481	31.8699	37.153	41.0119	30.92	37.1973	35.2659	27.4009
ENSMUSG00000020875	Hoxb9	chr11:96271456-96276595	3.26209	3.69652	1.16966	0.66626	0.846047	0.251393	0.0816499	0.0877339	15.0729	19.8265	0.404916	0.74659	0.478195	0.565955	0.661354	0.969144
ENSMUSG00000020876	Snx11	chr11:96767554-96777559	6.64413	8.28505	7.51685	8.81904	8.03989	9.55658	7.9236	7.46122	8.32518	9.31154	5.62059	8.9233	7.24067	8.16119	5.74626	8.48867
ENSMUSG00000020877	Scrn2	chr11:97029937-97033958	18.9897	14.4389	14.0747	11.2271	17.4125	9.92269	15.5976	11.5948	16.7523	12.5773	22.188	14.1488	22.1118	13.7363	20.0526	16.2593
ENSMUSG00000020878	Lrrc46	chr11:97034601-97041407	0.764524	0.370189	0	0.251455	0.237761	0.128087	0.249611	0.211288	0.271087	0.263071	0.357754	0.362279	0.493089	0.137314	0.575306	0.476925
ENSMUSG00000020882	Cacnb1	chr11:98001507-98022634	1.57136	1.22493	1.27121	3.02233	2.32103	2.53116	1.34834	3.10726	0.525373	0.884714	1.11062	1.59668	2.03846	2.77207	2.77264	3.79038
ENSMUSG00000020883	Fbxl20	chr11:98082555-98150403	11.03	9.96442	7.69284	11.0113	8.13382	11.4595	8.4253	12.7665	4.33044	3.51355	4.5941	6.58318	9.50018	5.8907	5.5346	11.9554
ENSMUSG00000020884	Asgr1	chr11:70054084-70057894	0.0726471	0.126889	0.0596601	0.0478518	0	0.0487487	0	0	0.123926	0.126783	0	0	0.539661	0.44982	0.431313	0.753032
ENSMUSG00000020886	Dlg4	chr11:70016941-70047522	6.14719	8.69021	4.58437	7.3899	9.97803	9.96887	9.27021	11.6778	8.29637	10.025	15.7219	16.9742	14.0839	15.25	12.6249	19.5115
ENSMUSG00000020888	Dvl2	chr11:70000594-70012301	31.0516	29.5367	29.1786	26.651	32.9179	28.8372	28.467	28.7762	26.3167	25.7556	34.1501	27.5941	38.3637	31.8792	36.0192	30.2428
ENSMUSG00000020889	Nr1d1	chr11:98767931-98775333	0.563067	0.636164	0.539016	0.699626	0.83015	0.545048	0.803437	0.37347	0.718755	1.42084	1.35358	1.0895	1.13932	0.853993	0.807065	0.830232
ENSMUSG00000020890	Gucy2e	chr11:69218116-69237036	0	0.0415558	0.0191601	0.00672077	0	0.00684688	0	0	0.0260851	0.0231363	0.00799324	0	0.00465142	0.0146802	0.0165801	0.0317826
ENSMUSG00000020891	Alox8	chr11:69183931-69197843	0.0874336	0.0153308	0.0358708	0.0287572	0	0.0884098	0	0	0.022464	0.0155639	0.0174368	0.0310735	0	0.0189555	0.0113454	0
ENSMUSG00000020892	Aloxe3	chr11:69125895-69149115	0.0281938	0.032764	0.0231338	0.0556383	0.0350722	0	0.171828	0.168303	0	0	0.0279383	0.02004	0.0513428	0	0.121233	0.0383734
ENSMUSG00000020893	Per1	chr11:69095216-69109960	12.52	5.58633	6.641	5.21696	7.07617	4.86967	7.31217	5.10071	9.52747	6.86299	12.1043	9.74729	8.21322	8.35135	13.9226	8.02466
ENSMUSG00000020894	Vamp2	chr11:69088489-69092384	7.45443	10.2471	10.0228	21.2046	13.2775	16.0988	11.5261	19.0137	5.93506	7.74452	7.3025	14.4376	11.9856	13.3872	11.6871	16.912
ENSMUSG00000020895	Tmem107	chr11:69070805-69073293	8.63189	7.63974	6.27583	5.99733	8.77406	6.73185	9.33163	5.09956	9.68768	4.64987	7.69481	6.91214	10.4714	7.19527	6.86715	8.62549
ENSMUSG00000020897	Aurkb	chr11:69045646-69051664	51.7423	51.4692	47.7785	39.6415	44.7266	36.4915	44.7615	35.7845	58.4831	53.6462	59.2705	56.6845	59.7051	58.4348	47.8096	50.766
ENSMUSG00000020898	Ctc1	chr11:69015910-69036473	33.3332	30.3296	28.6411	28.634	30.4905	29.6593	28.1551	27.5612	24.0752	25.1954	31.4754	29.5081	34.8264	31.1181	33.0856	29.7008
ENSMUSG00000020899	Pfas	chr11:68985696-69008460	18.377	18.3537	15.8905	19.762	16.7667	17.0789	15.7842	18.6166	20.7499	26.1909	28.0372	28.1425	17.878	21.6121	22.5888	19.8466
ENSMUSG00000020900	Myh10	chr11:68691914-68816632	69.6908	61.7851	55.7135	51.4632	66.5795	53.1171	53.5994	52.949	73.6595	85.0992	86.9115	69.2679	92.1616	69.6194	93.9697	81.1659
ENSMUSG00000020901	Pik3r5	chr11:68432120-68497849	0.194776	0.237666	0.367585	0.205	0.290754	0.287165	0.856384	0.413409	0.480687	0.44809	0.360287	0.387647	0.3547	0.405804	0.159132	0.212081
ENSMUSG00000020902	Ntn1	chr11:68209363-68400823	3.00312	3.11086	10.4999	10.277	8.71573	20.6666	12.0122	16.2036	2.17869	2.48039	0.524281	0.295223	0.472735	0.692706	1.29485	0.322645
ENSMUSG00000020903	Stx8	chr11:67966192-68207148	4.64927	3.50151	4.83536	3.77901	4.52461	3.33508	5.5364	4.27745	5.31904	4.10734	4.82985	4.22553	4.55978	4.13203	5.30306	3.81641
ENSMUSG00000020904	Cfap52	chr11:67924807-67965651	0	0.0413868	0.116889	0.0937083	0	0	0.0168501	0.0944873	0	0.0228327	0.0235274	0.0275128	0	0.0511717	0	0.0263414
ENSMUSG00000020905	Usp43	chr11:67854522-67922153	0.191371	0.378108	1.9003	1.70746	1.28142	2.31387	1.44598	1.79839	0.121752	0.112883	0.226837	0.231255	0.425549	0.164736	0.369122	0.27351
ENSMUSG00000020907	Rcvrn	chr11:67695325-67703333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020908	Myh3	chr11:67078299-67102291	0.0141844	0.0495079	0	0	0.0058815	0	0	0	0.00603541	0	0	0	0.0064253	0.0101927	0.0244212	0.0193217
ENSMUSG00000020910	Adprm	chr11:67038040-67052570	7.09861	7.05431	6.36898	6.63335	6.51969	7.5581	5.48726	7.39254	7.05714	6.37886	7.18768	9.05388	6.67496	8.96046	7.10327	8.66838
ENSMUSG00000020911	Krt19	chr11:100140809-100146120	56.7627	48.9865	28.4948	24.7979	8.12934	14.8394	13.9185	7.09284	2.04526	0.860181	0.249755	0.230332	0.27047	0.310408	0.0464472	0.110263
ENSMUSG00000020912	Krt12	chr11:99415665-99422259	0	0	0	0	0.114344	0	0.0400145	0	0.0586672	0	0.015181	0.130671	0.0209239	0.198111	0.0592879	0.156384
ENSMUSG00000020913	Krt24	chr11:99279958-99285262	0	0	0.0378132	0	0	0	0.0802457	0	0	0	0	0	0	0	0	0
ENSMUSG00000020914	Top2a	chr11:98992942-99024189	112.18	134.674	101.598	120.175	126.988	115.23	97.1366	116.113	108.471	132.952	152.246	174.804	180.388	196.92	173.847	196.529
ENSMUSG00000020916	Krt36	chr11:100102006-100105626	0	0	0	0	0.0422434	0.0341361	0	0	0	0	0	0.0362063	0.0695709	0.0365951	0	0
ENSMUSG00000020917	Acly	chr11:100476352-100528000	154.737	147.662	111.219	90.6523	121.718	103.523	115.779	101.032	101.005	107.991	134.237	102.814	131.592	119.509	107.232	104.2
ENSMUSG00000020918	Kat2a	chr11:100704745-100712465	39.9625	40.2477	41.5988	35.1129	41.8658	37.1776	41.0114	34.3479	46.4315	45.756	49.2331	41.1439	45.5142	38.6332	32.0445	35.016
ENSMUSG00000020919	Stat5b	chr11:100780730-100850724	2.33726	1.87589	1.4349	1.60384	3.02602	1.40856	2.28381	2.1079	6.19871	6.07032	5.78745	5.5935	7.42742	6.63207	6.37	7.78126
ENSMUSG00000020921	Tmem101	chr11:102152545-102156404	18.2239	13.3855	17.305	17.1814	18.4096	15.9455	17.5615	14.4907	14.4961	12.6001	14.5756	14.5678	16.0519	12.6652	15.9284	14.6836
ENSMUSG00000020922	Lsm12	chr11:102162496-102185296	19.7871	23.528	23.2498	19.3826	19.096	20.7557	17.3691	19.5661	23.5035	33.1592	26.4079	32.4324	22.9589	31.3956	26.0888	27.7291
ENSMUSG00000020923	Ubtf	chr11:102304559-102319742	57.3605	62.7851	62.4857	59.083	70.5149	61.3943	61.1122	58.8625	56.7032	75.0687	84.0629	77.9894	77.686	74.19	47.248	70.9124
ENSMUSG00000020925	Ccdc43	chr11:102684685-102697782	13.4669	15.9283	13.6081	14.2699	13.0377	14.6099	12.4347	12.7902	15.4758	16.6373	12.1178	16.6211	13.2482	17.394	10.3799	15.081
ENSMUSG00000020926	Adam11	chr11:102761438-102780262	1.81845	1.5413	2.24499	2.18388	3.49346	2.52673	3.22456	3.09834	1.38272	1.46632	3.90392	3.68727	4.6407	3.61631	5.05748	4.87058
ENSMUSG00000020928	Higd1b	chr11:102835848-102838040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020929	Eftud2	chr11:102838472-102880985	114.284	103.963	106.793	80.4912	116.741	80.0907	103.035	70.0361	141.34	125.94	163.073	120.524	138.804	120.286	114.805	97.7111
ENSMUSG00000020930	Ccdc103	chr11:102881203-102885216	0.323827	0.403961	0.383967	0.304139	0.342401	0.12394	0.26165	0.301624	0.3178	0.304034	0.561609	0.320264	0.656508	0.300866	0.141229	0.188786
ENSMUSG00000020932	Gfap	chr11:102887335-102897200	0	0.0186772	0	0.0845781	0	0.0861652	0	0.0643545	0	0	0.0106175	0.0913907	0	0.0235189	0.0695037	0.0874995
ENSMUSG00000020935	Dcakd	chr11:102994046-103028304	158.886	128.088	169.243	106.66	172.253	112.096	160.215	108.848	165.635	140.703	263.315	164.925	229.74	166.709	226.187	153.263
ENSMUSG00000020936	Nmt1	chr11:103028345-103068912	31.1156	28.7017	26.3215	21.9194	27.627	21.5915	25.8482	21.8577	34.6973	33.9823	36.6638	30.605	32.9794	31.7011	30.3209	28.0269
ENSMUSG00000020937	Plcd3	chr11:103070303-103101658	0.652575	0.6541	1.03381	2.11371	2.69462	4.16304	6.54614	7.03472	0.347438	0.40803	0.390619	0.459521	0.83206	0.562063	1.19609	1.0042
ENSMUSG00000020940	1700023F06Rik	chr11:103198943-103208558	0.453148	0.307182	1.11547	0.447129	1.34663	1.5184	2.72887	1.25235	0	0	0.0498929	0	0.17192	0	0.129902	0.102792
ENSMUSG00000020941	Map3k14	chr11:103219761-103267472	0.280649	0.582398	0.148038	0.646148	0.482118	0.738878	0.270527	1.26315	0.247362	0.756802	0.364187	0.897678	0.301174	0.979328	0.241359	1.26872
ENSMUSG00000020945	Lyzl6	chr11:103631069-103638890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020946	Gosr2	chr11:103676848-103697898	28.8885	32.2899	27.3955	28.3499	29.4559	30.2673	27.2817	27.6429	34.5136	32.5364	33.7974	37.9584	33.571	33.5334	30.953	28.2978
ENSMUSG00000020948	Klhl28	chr12:64938832-64965534	1.94585	2.85407	2.08442	3.12254	1.18156	3.45538	2.71914	3.92515	0.699374	1.83595	1.25358	2.08192	0.896342	2.5937	2.41665	2.89548
ENSMUSG00000020949	Fkbp3	chr12:65062423-65074007	154.664	169.549	123.555	127.68	130.156	122.508	107.281	119.129	190.112	182.521	144.995	153.122	130.185	149.894	108.082	135.245
ENSMUSG00000020950	Foxg1	chr12:49382882-49386861	0	0	0	0	0	0	0	0	0.0369433	0	0	0	0	0	0	0
ENSMUSG00000020952	Scfd1	chr12:51377579-51450101	18.3736	20.6515	13.9115	15.502	13.8469	15.6188	11.2465	16.0706	16.4323	17.2963	12.2231	15.7514	13.9674	16.3799	12.548	15.3009
ENSMUSG00000020953	Coch	chr12:51593340-51605771	0.277248	0.100679	0.199054	0.296364	2.8584	0.882559	2.91207	5.37486	0.707826	0.306647	0.183159	0.3695	0.173557	0.174284	0.238437	0.16509
ENSMUSG00000020954	Strn3	chr12:51609631-51691897	14.3198	22.3805	14.7424	23.886	16.731	27.3038	14.9127	28.9239	12.8321	23.5196	11.8601	24.4503	15.673	27.6172	13.2567	28.3529
ENSMUSG00000020955	Ap4s1	chr12:51691032-51744786	10.9377	11.1802	11.8094	10.2616	9.85513	10.376	12.0289	10.5642	12.531	10.183	9.51622	10.288	7.89042	9.21549	9.26503	7.72329
ENSMUSG00000020956	Dtd2	chr12:51988311-52006501	5.03957	4.95103	5.81179	4.2804	7.40379	6.61938	6.0719	5.94495	4.3967	4.41174	4.69707	3.24699	6.17015	4.66165	5.22332	4.90775
ENSMUSG00000020961	Ston2	chr12:91633008-91786436	18.8388	19.2104	19.7463	18.7489	16.2972	21.3104	26.3663	26.7546	0.946682	1.18232	1.30223	1.49872	1.84762	1.65924	0.743331	1.1789
ENSMUSG00000020962	Gtf2a1	chr12:91555261-91590487	4.89754	6.3597	4.70272	6.65723	3.2201	6.86837	3.16047	6.99197	4.08223	7.63168	5.08229	7.73221	3.04437	7.29156	3.54488	7.31402
ENSMUSG00000020963	Tshr	chr12:91384565-91549808	0.127133	0	0.0324013	0.0519526	0.061435	0.0461284	0	0.0421622	0	0.0308355	0.00652174	0.0421021	0.0485629	0.127208	0	0.0915721
ENSMUSG00000020964	Sel1l	chr12:91806042-91849157	17.9679	16.2161	16.23	16.1275	15.3298	15.8659	13.1782	15.3399	13.0194	14.5264	14.3266	13.6597	16.0202	15.9786	15.4729	17.686
ENSMUSG00000020973	Dnaaf2	chr12:69189086-69198429	6.87808	6.42672	7.69556	5.37017	6.38023	5.18077	6.30963	4.90005	10.4253	7.81198	7.84553	7.40511	7.6474	7.0466	7.33026	7.7312
ENSMUSG00000020974	Pole2	chr12:69201772-69228195	9.52951	11.3352	7.45081	9.4193	7.71676	10.2982	8.88327	9.46452	15.9857	14.8037	11.4373	17.3158	10.7667	16.8468	11.1775	14.4642
ENSMUSG00000020978	Klhdc2	chr12:69296721-69310687	61.3021	61.4516	46.854	48.8486	49.0971	51.2324	41.5271	47.8914	71.7691	63.3609	49.5448	62.2156	52.4817	60.6368	47.0906	58.0159
ENSMUSG00000020982	Nemf	chr12:69310521-69357165	7.71666	12.333	6.12536	11.9862	6.16086	10.1498	5.64572	11.113	6.82709	13.3032	8.57955	11.801	6.81345	11.1399	4.59439	9.81853
ENSMUSG00000020986	Sec23a	chr12:58958382-59012017	16.8864	16.352	10.4562	11.7959	13.3966	10.8401	8.06983	11.5638	19.655	21.133	18.9113	22.5154	26.5217	28.1438	30.5977	31.4822
ENSMUSG00000020988	L2hgdh	chr12:69690432-69724873	4.68908	5.83418	3.63843	5.68289	5.27302	6.31896	6.22365	6.57528	5.59524	7.4562	4.49507	6.57537	5.34857	7.50649	4.18603	6.74632
ENSMUSG00000020990	Cdkl1	chr12:69746847-69791267	0.403159	0.204974	0.372155	0.364652	0.723696	0.764343	0.767833	0.768793	1.35091	1.21881	0.676368	1.07461	0.955176	0.832717	0.368388	1.25277
ENSMUSG00000020993	Trappc6b	chr12:59043091-59061461	9.18647	12.9452	9.14011	14.0235	8.57377	15.3161	9.70171	12.0638	8.77951	15.5993	8.03379	13.223	9.47107	14.6912	9.29337	14.5545
ENSMUSG00000020994	Pnn	chr12:59066883-59073998	39.6398	51.8698	28.698	50.7852	30.0685	40.5919	25.1772	42.411	40.4885	63.8095	47.3885	58.3827	43.2544	55.9741	33.3657	45.5585
ENSMUSG00000021000	Mia2	chr12:59095799-59191583	24.6961	25.6466	21.6147	24.4503	23.8499	26.4291	19.4327	23.7446	20.7722	26.8829	20.6863	25.9871	20.1134	27.7722	15.2315	23.6753
ENSMUSG00000021003	Galc	chr12:98202293-98259459	5.27926	6.26344	6.00382	6.57331	5.99735	7.26522	5.32603	6.69458	5.94448	8.12366	6.04197	7.45635	6.64827	7.10174	4.0488	6.34026
ENSMUSG00000021007	Spata7	chr12:98628156-98669815	3.62292	3.66899	2.76653	3.61346	3.66235	3.50975	2.48921	3.49246	3.35346	3.50345	4.95892	5.96635	4.87283	5.97916	4.93531	6.35865
ENSMUSG00000021009	Ptpn21	chr12:98676740-98737405	2.89231	4.73053	3.20414	4.65078	1.63717	4.83036	2.24208	3.96878	1.1851	1.82377	1.47079	1.975	0.588517	1.68404	1.46901	1.53652
ENSMUSG00000021010	Npas3	chr12:53248676-54072175	0.152609	0.090375	0.522334	0.562595	0.600783	0.56412	0.542018	0.795883	0.0492836	0.118062	0.239013	0.256978	0.487382	0.996101	0.409466	0.807769
ENSMUSG00000021012	Zc3h14	chr12:98746963-98787753	41.5478	46.9881	42.5911	46.0537	42.6144	45.6033	40.0495	43.9324	39.4676	42.0922	36.4559	41.3488	43.2292	46.2398	36.4725	45.2526
ENSMUSG00000021013	Ttc8	chr12:98920573-98983238	8.27987	9.27325	6.96609	6.80169	6.25358	6.32677	4.46058	6.60974	6.55421	5.72366	5.47027	7.8555	6.92558	8.38952	4.70072	7.54652
ENSMUSG00000021018	Polr2h	chr16:20717664-20722267	58.7895	59.2917	41.3454	41.8779	50.7319	45.7397	49.0654	39.1817	87.6261	69.8701	63.467	61.9798	50.5317	56.155	41.9956	42.1228
ENSMUSG00000021022	Ppp2r3c	chr12:55278990-55302998	4.07819	3.80079	3.28001	3.87791	3.34861	4.28893	3.26063	3.91015	3.96019	4.7994	3.82117	5.7401	4.43945	5.88877	4.91362	6.63606
