gene_id	gene_short_name	locus	ECT095_R1	ECT095_R2	ECT105_R1	ECT105_R2	ECT115_R1	ECT115_R2	ECT125_R1	ECT125_R2	MES095_R1	MES095_R2	MES105_R1	MES105_R2	MES115_R1	MES115_R2	MES125_R1	MES125_R2
ENSMUSG00000006134	Crkl	chr16:17451986-17487434	1520	2687	1975	2084	3369	2202	3935	2188	3212	2831	5012	2262	3719	2452	4789	2952
ENSMUSG00000006143	Upk3bl	chr5:136057190-136064326	47	132	417	351	546	423	690	346	1	3	10	1	13	4	0	1
ENSMUSG00000006154	Eps8l1	chr7:4460701-4480487	18	23	62	99	165	150	178	159	0	2	4	1	10	3	5	10
ENSMUSG00000006169	Clint1	chr11:45852050-45910625	1666	3085	1959	2046	3628	2064	3209	2023	4257	3695	5241	2523	3823	2730	3352	2405
ENSMUSG00000006179	Prss16	chr13:22002172-22009741	6	9	3	10	15	16	38	22	3	0	0	2	12	3	14	8
ENSMUSG00000006191	Cdkal1	chr13:29325300-29855674	144	300	159	234	243	272	246	238	229	337	483	254	273	281	249	284
ENSMUSG00000006200	Rhox6	chrX:37826909-37829857	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006204	5430419D17Rik	chr7:131174401-131306451	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000006205	Htra1	chr7:130936202-130985660	26	39	153	152	687	358	2458	989	19	6	33	10	34	12	104	22
ENSMUSG00000006215	Zbtb17	chr4:141444653-141467225	578	923	585	788	1506	797	1088	810	1232	888	1868	910	1550	872	1228	950
ENSMUSG00000006216	Clcnkb	chr4:141404352-141416014	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000006218	Fam131c	chr4:141368219-141384175	2	2	0	2	10	5	19	7	4	0	8	3	10	3	23	9
ENSMUSG00000006219	Fblim1	chr4:141576061-141606096	1013	1553	959	1234	2935	1574	2760	1612	1188	844	3114	1585	2424	1466	2924	1485
ENSMUSG00000006221	Hspb7	chr4:141420778-141425311	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006235	Epor	chr9:21958896-21963506	7	34	5	19	42	16	16	11	115	79	147	95	127	69	124	64
ENSMUSG00000006241	Ccdc159	chr9:21927470-21935872	27	27	5	16	27	17	11	18	22	13	27	17	33	14	26	28
ENSMUSG00000006262	Mob1b	chr5:88720854-88764220	315	900	478	897	860	970	1038	1097	721	988	812	777	661	773	725	804
ENSMUSG00000006269	Atp6v1b1	chr6:83742989-83758855	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000006270	Vax1	chr19:59166186-59170056	0	0	1	1	0	1	0	0	2	0	2	2	0	0	1	0
ENSMUSG00000006273	Atp6v1b2	chr8:69088645-69113711	1331	2058	1370	1594	2828	1795	2435	1586	3479	2094	3730	1642	2579	1650	2467	1608
ENSMUSG00000006276	Eps15l1	chr8:72340998-72421460	967	1723	1060	1718	2318	1581	1982	1505	1871	1569	2978	1536	2338	1518	2059	1549
ENSMUSG00000006281	Tep1	chr14:50824058-50870560	222	399	318	411	784	598	858	684	291	268	621	280	478	250	502	347
ENSMUSG00000006288	Ttc5	chr14:50765414-50785519	375	642	451	796	1108	807	884	825	829	636	1119	657	945	659	832	735
ENSMUSG00000006289	Osgep	chr14:50913593-50924893	351	507	452	475	923	513	1030	521	712	441	906	397	609	328	918	427
ENSMUSG00000006299	Aamp	chr1:74279839-74284738	2279	3530	2570	2708	5429	2774	5088	2701	4778	3156	6022	2395	4845	2368	3970	2252
ENSMUSG00000006301	Tmbim1	chr1:74288246-74305622	66	144	172	257	657	352	680	439	246	182	428	236	475	302	570	326
ENSMUSG00000006304	Arpc2	chr1:74236083-74268209	1770	3352	2431	2709	4950	2910	5532	3447	4336	3301	5606	2609	3526	2552	3590	2527
ENSMUSG00000006307	Kmt2b	chr7:30568857-30588726	1180	2838	1461	2870	2580	2666	2632	2955	1980	2466	3413	2376	2386	2364	2795	2517
ENSMUSG00000006310	Zbtb32	chr7:30589680-30598869	15	25	2	7	14	15	17	19	0	1	0	0	1	0	0	0
ENSMUSG00000006311	Etv2	chr7:30633615-30635852	26	19	2	4	2	1	1	1	110	100	57	13	0	3	2	3
ENSMUSG00000006313	Upk1a	chr7:30603091-30612847	167	106	271	289	62	96	67	41	5	9	26	7	3	7	8	5
ENSMUSG00000006315	Tmem147	chr7:30727700-30729540	386	606	517	625	963	544	936	555	821	526	1057	447	769	503	1068	478
ENSMUSG00000006333	Rps9	chr7:3703992-3706897	13555	14271	15521	12274	35722	13996	40610	14159	35684	14363	35059	10749	27053	10316	34120	11928
ENSMUSG00000006335	Tfpt	chr7:3620323-3629929	156	223	189	242	465	211	332	199	498	246	587	196	466	187	417	242
ENSMUSG00000006342	Susd2	chr10:75636705-75643991	11	10	14	23	42	15	44	20	8	14	24	9	42	17	97	30
ENSMUSG00000006344	Ggt5	chr10:75589339-75617200	31	37	68	109	116	135	61	58	0	0	0	1	4	1	8	1
ENSMUSG00000006345	Ggt1	chr10:75561603-75586200	140	285	130	115	72	87	52	28	11	5	18	8	7	3	7	7
ENSMUSG00000006356	Crip2	chr12:113140235-113145506	84	103	86	82	126	67	133	40	1008	495	835	273	675	293	649	253
ENSMUSG00000006360	Crip1	chr12:113148704-113153879	10	8	13	8	50	10	36	18	40	16	166	35	191	46	250	108
ENSMUSG00000006362	Cbfa2t3	chr8:122625140-122699109	14	23	40	54	300	48	14	20	189	150	1599	909	693	711	385	424
ENSMUSG00000006369	Fbln1	chr15:85205948-85286535	2439	2754	4704	4985	11136	5058	8665	3887	9049	4820	15950	4819	11114	5404	15826	5549
ENSMUSG00000006373	Pgrmc1	chrX:36598205-36606079	1389	2145	1747	2211	4119	2330	3606	2539	4843	2832	4944	2373	3579	2313	4645	2675
ENSMUSG00000006378	Gcat	chr15:79030873-79038353	1226	1535	1167	940	2675	1102	3214	1218	1823	874	2354	645	1715	682	1307	588
ENSMUSG00000006386	Tek	chr4:94739288-94874976	36	20	5	29	45	2	9	6	439	321	698	372	737	454	736	470
ENSMUSG00000006389	Mpl	chr4:118442414-118457513	1	3	0	0	0	0	0	0	26	18	44	27	43	22	21	23
ENSMUSG00000006390	Elovl1	chr4:118428092-118432953	280	440	415	365	649	360	868	386	486	362	878	339	667	327	779	318
ENSMUSG00000006392	Med8	chr4:118409336-118415782	644	1176	637	760	1191	688	1062	678	1826	1248	1913	870	1184	819	932	631
ENSMUSG00000006398	Cdc20	chr4:118432900-118437352	2434	3859	2437	2445	5405	2345	4113	2208	6151	3717	8283	3040	6513	3170	5320	2828
ENSMUSG00000006403	Adamts4	chr1:171250420-171260637	28	22	21	22	133	19	28	15	148	88	316	168	349	186	327	188
ENSMUSG00000006411	Nectin4	chr1:171370098-171388598	99	112	949	1550	1985	1890	3288	1932	7	1	33	8	43	11	6	1
ENSMUSG00000006412	Pfdn2	chr1:171345669-171359254	632	1180	702	883	1403	883	1386	835	1449	1225	1980	972	1281	880	1234	855
ENSMUSG00000006418	Rnf114	chr2:167492644-167516173	1361	2095	1578	1768	2833	1671	2794	1510	2629	1731	3009	1415	2490	1494	2180	1498
ENSMUSG00000006423	C330007P06Rik	chrX:36823736-36874111	414	802	389	679	872	722	931	740	689	628	775	597	688	582	742	640
ENSMUSG00000006435	Neurl1a	chr19:47178819-47259440	106	101	108	117	239	114	259	116	125	74	324	142	303	166	353	218
ENSMUSG00000006442	Srm	chr4:148591502-148594619	1325	1913	1112	1079	2629	988	2438	933	7002	4266	5070	1894	2820	1707	2406	1185
ENSMUSG00000006445	Epha2	chr4:141301239-141329384	601	810	705	1181	1890	1429	1551	929	297	221	2471	1096	738	700	844	366
ENSMUSG00000006456	Rbm14	chr19:4800568-4811634	2062	3106	2499	2318	4735	2272	4343	2079	5225	3393	7706	2730	5376	2699	5435	2631
ENSMUSG00000006457	Actn3	chr19:4861222-4877909	13	25	4	5	26	3	10	6	49	18	63	24	62	23	76	33
ENSMUSG00000006463	Zdhhc24	chr19:4878671-4885397	69	104	52	138	147	121	166	123	105	90	145	72	135	75	137	113
ENSMUSG00000006464	Bbs1	chr19:4886897-4906627	157	268	173	218	395	265	452	298	335	323	876	446	520	415	467	409
ENSMUSG00000006469	Slc34a3	chr2:25228897-25234364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006471	Ndor1	chr2:25244820-25255416	74	192	131	208	208	174	228	208	176	163	216	165	136	120	156	133
ENSMUSG00000006476	Nsmf	chr2:25054354-25062881	282	554	341	531	809	493	571	521	537	485	999	613	989	621	1036	756
ENSMUSG00000006488	Prl7a1	chr13:27633365-27642493	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000006490	Prl8a9	chr13:27557994-27564606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006494	Pdk1	chr2:71873223-71903858	1766	2703	1348	1892	2454	1738	2787	1970	3906	2210	1364	758	921	659	1255	876
ENSMUSG00000006498	Ptbp1	chr10:79854426-79864771	11135	16611	13115	11492	27558	11963	25694	11936	28068	20050	41887	14297	29305	14729	26771	14641
ENSMUSG00000006517	Mvd	chr8:122433600-122443422	556	991	614	444	1226	500	877	393	1174	719	1950	597	1525	780	1195	641
ENSMUSG00000006519	Cyba	chr8:122424775-122432930	126	127	165	129	510	154	425	159	578	207	751	227	691	275	939	329
ENSMUSG00000006522	Itih3	chr14:30908571-30923760	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000006526	Tmem110	chr14:30825589-30877210	281	474	397	437	693	457	739	393	613	336	913	408	713	455	841	467
ENSMUSG00000006527	Sfmbt1	chr14:30714848-30822721	209	572	286	407	515	329	360	303	819	849	1002	739	673	682	662	659
ENSMUSG00000006529	Itih1	chr14:30929179-30943289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006538	Ihh	chr1:74945314-74951672	0	5	0	2	2	1	1	1	1	4	6	3	2	3	45	11
ENSMUSG00000006542	Prkag3	chr1:74738921-74749221	1	3	0	3	2	2	2	4	0	0	1	2	0	0	0	0
ENSMUSG00000006546	Cryba2	chr1:74889933-74893143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006567	Atp7b	chr8:21992784-22060305	52	156	41	73	67	42	22	24	109	99	126	80	96	76	87	83
ENSMUSG00000006570	Defb2	chr8:21839925-21843482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006574	Slc4a1	chr11:102348823-102365280	15	387	25	95	10	11	14	2	2134	1626	3949	2049	2217	1799	670	972
ENSMUSG00000006575	Rundc3a	chr11:102393402-102402555	9	5	6	12	40	17	44	34	13	5	35	14	19	8	25	18
ENSMUSG00000006576	Slc4a3	chr1:75546265-75562172	68	356	69	536	232	532	228	668	107	255	122	309	156	300	167	388
ENSMUSG00000006585	Cdt1	chr8:122568014-122573128	1037	1532	1233	1281	1856	1256	2429	1191	3240	2050	4370	1707	2232	1657	2748	1482
ENSMUSG00000006586	Runx1t1	chr4:13743435-13893649	9	29	17	23	35	24	24	36	57	84	30	31	142	89	608	404
ENSMUSG00000006587	Snai3	chr8:122454207-122460733	0	2	0	2	0	2	4	2	0	1	0	0	2	0	0	0
ENSMUSG00000006589	Aprt	chr8:122574634-122576890	958	1184	1341	1098	3523	1415	3978	1456	2993	1244	3920	1194	3386	1252	3323	1342
ENSMUSG00000006599	Gtf2h1	chr7:46796102-46823800	398	854	427	696	956	715	760	730	1124	1064	1043	781	798	749	702	753
ENSMUSG00000006611	Hfe	chr13:23702033-23710854	3	2	2	1	13	2	6	1	5	4	28	16	67	26	70	48
ENSMUSG00000006641	Slc5a6	chr5:31036035-31048924	261	355	215	232	509	225	469	228	626	425	653	292	536	281	463	301
ENSMUSG00000006642	Tcf23	chr5:30968661-30977018	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000006649	Nphs1	chr7:30458314-30487223	0	0	1	4	3	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000006651	Aplp1	chr7:30434981-30445535	53	59	103	118	535	231	522	283	92	33	364	152	789	219	1223	512
ENSMUSG00000006673	Qrich1	chr9:108516805-108560163	1390	2875	1794	2278	3557	2389	3245	2392	3291	3226	5350	2741	3992	2827	3736	2820
ENSMUSG00000006675	P4htm	chr9:108578861-108597667	15	13	12	28	48	41	42	42	32	13	23	23	71	33	82	68
ENSMUSG00000006676	Usp19	chr9:108490601-108502337	2255	3565	2312	3124	5335	3234	4883	3446	4600	3290	6759	2944	5176	2854	5265	3030
ENSMUSG00000006678	Pola1	chrX:93304766-93632155	899	1836	1012	1381	2022	1425	1875	1513	2308	1783	2439	1319	2266	1566	2492	1928
ENSMUSG00000006699	Cdc42	chr4:137319695-137357720	4189	6463	5038	5406	8457	5004	9324	5384	10851	6429	10296	5002	7529	5015	10622	5474
ENSMUSG00000006705	Pknox1	chr17:31564748-31607684	325	748	460	623	1007	526	988	590	897	909	1462	803	1269	787	1360	961
ENSMUSG00000006711	D130043K22Rik	chr13:24845134-24901270	4	8	0	1	6	2	0	2	0	3	2	4	1	4	3	4
ENSMUSG00000006715	Gmnn	chr13:24751844-24761923	666	1236	618	777	1174	697	894	587	1690	1069	1592	889	1173	1040	810	740
ENSMUSG00000006717	Acot13	chr13:24817947-24831517	94	126	139	154	295	176	296	198	211	110	353	110	261	131	241	175
ENSMUSG00000006720	Zfp184	chr13:21945093-21960779	165	340	191	365	485	385	451	449	426	316	677	449	402	363	641	565
ENSMUSG00000006724	Cyp27b1	chr10:127048249-127052969	1	3	0	8	2	7	1	3	3	0	1	2	2	3	2	8
ENSMUSG00000006728	Cdk4	chr10:127063533-127067920	11529	16115	12694	11884	26143	12397	22635	11279	30224	15798	36755	13842	25517	13200	24582	12427
ENSMUSG00000006731	B4galnt1	chr10:127165224-127172330	142	203	165	167	209	153	323	119	102	63	127	50	119	67	220	60
ENSMUSG00000006732	Mettl1	chr10:127041413-127046365	344	590	399	487	836	415	779	386	1210	684	1083	458	772	448	660	367
ENSMUSG00000006736	Tspan31	chr10:127067279-127070264	1126	1487	1505	1599	2401	1469	2420	1331	2204	1266	2931	1261	2417	1256	3061	1445
ENSMUSG00000006740	Kif5b	chr18:6201001-6241523	2136	4429	2451	3528	5179	3673	4665	3660	4833	5306	6319	3906	4716	4208	3354	3590
ENSMUSG00000006763	Saal1	chr7:46686107-46710680	467	750	551	581	1290	590	1133	624	1622	952	1975	803	1352	743	1258	758
ENSMUSG00000006764	Tph2	chr10:115078640-115185022	2	3	20	38	25	31	2	2	0	0	0	1	2	2	5	2
ENSMUSG00000006777	Krt23	chr11:99477973-99493137	162	276	114	85	104	97	82	33	74	69	61	10	6	11	16	3
ENSMUSG00000006782	Cnp	chr11:100574903-100581728	86	100	104	87	303	105	293	118	149	55	399	132	593	175	803	386
ENSMUSG00000006784	Ttc25	chr11:100545606-100572568	16	21	21	5	29	17	21	17	13	15	42	20	24	13	16	12
ENSMUSG00000006800	Sulf2	chr2:166073088-166155663	6256	8214	5033	4930	10667	4702	6914	3765	10437	7916	22931	8063	15531	8439	15402	9091
ENSMUSG00000006818	Sod2	chr17:13007838-13018119	359	662	520	516	1087	659	1073	658	1170	887	1366	627	1080	776	1216	761
ENSMUSG00000006850	Tmco6	chr18:36735067-36742391	132	224	111	169	271	208	277	221	167	99	221	110	246	120	169	132
ENSMUSG00000006906	Stambp	chr6:83543216-83572729	143	175	151	198	305	264	393	295	202	143	308	137	301	143	398	234
ENSMUSG00000006920	Ezh1	chr11:101191114-101226463	149	280	152	357	306	350	332	369	142	146	314	241	239	203	204	244
ENSMUSG00000006930	Hap1	chr11:100347326-100356128	67	87	33	83	95	72	114	81	12	8	18	2	26	12	48	18
ENSMUSG00000006931	P3h4	chr11:100408455-100414836	237	330	477	544	1203	591	717	519	544	303	867	418	1076	498	946	635
ENSMUSG00000006932	Ctnnb1	chr9:120929215-120960507	25928	45053	43928	47206	63729	47421	65521	39535	28536	22870	46968	21570	38483	23962	41966	26696
ENSMUSG00000006941	Eif1b	chr9:120492231-120495330	518	745	513	559	1345	583	993	605	1691	1104	1903	927	1547	925	1656	933
ENSMUSG00000006948	Klk4	chr7:43881159-43885804	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006958	Chrd	chr16:20733126-20742384	18	18	14	26	28	25	23	12	17	16	44	42	76	39	91	76
ENSMUSG00000006998	Psmd2	chr16:20651651-20663414	6316	9911	6698	6822	13860	7133	11891	6194	15282	10580	21412	8501	15118	8753	13712	7615
ENSMUSG00000007021	Syngr3	chr17:24685091-24689955	7	9	13	12	23	6	14	3	6	7	117	46	84	48	147	57
ENSMUSG00000007029	Vars	chr17:35000986-35016322	3292	5383	3156	3331	6170	3199	6112	3355	9992	7139	10446	3971	6261	3535	5808	3265
ENSMUSG00000007030	Vwa7	chr17:35016578-35026741	0	2	0	5	0	3	0	3	6	7	1	1	3	2	0	0
ENSMUSG00000007033	Hspa1l	chr17:34972702-34979285	0	0	0	0	1	0	5	3	0	0	2	0	0	1	2	0
ENSMUSG00000007034	Slc44a4	chr17:34914469-34930436	3	5	1	1	0	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000007035	Msh5	chr17:35028604-35046726	13	31	15	67	29	47	26	35	27	24	36	27	35	27	31	36
ENSMUSG00000007036	Abhd16a	chr17:35089290-35102987	273	499	325	484	827	518	731	536	617	347	765	365	757	384	704	467
ENSMUSG00000007038	Neu1	chr17:34931252-34935921	169	274	184	215	299	199	243	185	335	206	378	202	264	148	253	216
ENSMUSG00000007039	Ddah2	chr17:35059034-35062095	1794	2516	2650	2677	6743	3304	5789	3175	3571	1813	7476	2672	6352	2825	5998	3033
ENSMUSG00000007041	Clic1	chr17:35049965-35058749	920	1088	1162	1176	3072	1389	3086	1435	2826	1366	3621	1435	3375	1405	3116	1520
ENSMUSG00000007050	Lsm2	chr17:34981879-34985891	504	925	709	756	1417	700	1285	650	2052	1412	2360	900	1432	908	1212	785
ENSMUSG00000007080	Pole	chr5:110286305-110337474	859	2088	1073	1999	2812	1680	1912	1775	2736	2190	4389	2284	3917	2395	3526	2365
ENSMUSG00000007097	Atp1a2	chr1:172271708-172298064	20	43	56	57	29	27	15	17	3	5	170	42	86	30	172	104
ENSMUSG00000007107	Atp1a4	chr1:172223512-172258414	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000007122	Casq1	chr1:172209893-172219868	3	6	3	9	8	12	22	9	7	5	22	7	9	7	8	5
ENSMUSG00000007207	Stx1a	chr5:135023481-135051100	42	102	42	161	125	135	90	154	128	107	97	108	95	109	82	109
ENSMUSG00000007209	Ceacam9	chr7:16721928-16726132	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000007216	Zfp775	chr6:48602062-48623227	96	183	123	136	371	133	261	179	327	228	525	218	368	203	389	259
ENSMUSG00000007279	Scube2	chr7:109798675-109865679	0	1	4	6	2	4	11	6	0	1	2	2	8	4	13	4
ENSMUSG00000007338	Mrpl49	chr19:6053629-6057751	633	1181	731	847	1536	861	1286	798	1677	1010	1847	884	1541	830	1234	894
ENSMUSG00000007379	Dennd2c	chr3:103102603-103169769	4	11	113	240	386	392	1228	865	44	52	92	71	114	84	181	170
ENSMUSG00000007411	Mark3	chr12:111574522-111656221	980	1963	1202	1819	2564	1780	1703	1601	2329	2208	2797	1894	2533	1968	1982	1906
ENSMUSG00000007415	Gatad1	chr5:3632931-3657185	740	1202	1012	1054	1581	970	1580	940	2126	1421	2480	1200	1375	1052	1652	996
ENSMUSG00000007440	Pcdha11	chr18:37005202-37187657	0	0	0	0	0	1	1	2	1	0	0	1	3	0	5	2
ENSMUSG00000007457	2310003L06Rik	chr5:87969458-87972870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007458	M6pr	chr6:122308719-122317680	1091	1789	1498	1644	2452	1537	2432	1419	2564	1611	2739	1345	1855	1249	1856	1275
ENSMUSG00000007476	Lrrc8a	chr2:30237714-30263790	474	845	650	794	1130	774	1004	696	901	977	2163	1030	1320	852	1705	1047
ENSMUSG00000007480	Mc5r	chr18:68337602-68339711	1	2	0	0	1	1	0	0	0	2	0	1	1	2	5	1
ENSMUSG00000007564	Ppp2r1a	chr17:20945310-20965916	4952	7088	5812	5519	12684	6039	13920	6253	11560	7004	16215	5639	12436	5854	12752	5937
ENSMUSG00000007570	Fance	chr17:28313529-28326568	166	321	280	310	733	318	704	345	808	453	884	396	620	321	651	390
ENSMUSG00000007589	Tinf2	chr14:55674688-55681820	536	909	581	803	1081	632	786	577	1370	848	1704	937	1152	868	916	708
ENSMUSG00000007591	Tssk4	chr14:55650183-55652539	7	16	5	25	9	24	16	19	8	7	8	13	4	6	7	18
ENSMUSG00000007594	Hapln4	chr8:70083456-70090862	4	11	2	1	0	2	0	0	3	1	4	1	2	0	1	2
ENSMUSG00000007603	Dus3l	chr17:56764750-56770092	456	731	403	805	837	681	813	696	1080	839	1212	602	921	585	786	592
ENSMUSG00000007610	Gtpbp3	chr8:71488102-71493400	297	507	317	430	735	378	665	405	959	674	1276	498	843	453	751	499
ENSMUSG00000007613	Tgfbr1	chr4:47353221-47414931	2684	6057	2660	4597	4520	4244	3332	3746	3701	4022	3685	3048	3444	3514	3477	3573
ENSMUSG00000007617	Homer1	chr13:93303756-93405129	402	919	417	603	614	458	519	436	1037	1031	989	585	515	581	572	451
ENSMUSG00000007646	Rad51c	chr11:87376644-87404954	141	268	197	248	341	201	266	170	393	275	646	319	406	340	421	305
ENSMUSG00000007653	Gabrb2	chr11:42419756-42629028	3	11	13	58	53	56	36	18	0	3	22	7	6	5	26	15
ENSMUSG00000007655	Cav1	chr6:17306334-17341452	7	4	5	12	129	34	432	154	151	72	221	140	453	211	1084	411
ENSMUSG00000007656	Arpp19	chr9:75037613-75060313	1506	2850	1757	2490	3535	2663	3702	2703	3561	2767	4367	2469	3391	2675	3677	2654
ENSMUSG00000007659	Bcl2l1	chr2:152780667-152831728	766	1224	1269	1134	2564	1289	2398	1248	1157	740	2640	1028	2555	1171	2797	1333
ENSMUSG00000007670	Khsrp	chr17:57021057-57031507	3099	5180	3931	4044	8604	4596	5551	4676	7178	5900	11809	4475	9387	5360	6807	5520
ENSMUSG00000007682	Dio2	chr12:90724551-90738438	1	6	34	45	18	13	16	10	0	0	3	4	2	4	4	15
ENSMUSG00000007721	Ccdc124	chr8:70868226-70873935	677	758	704	573	1783	552	1393	489	2130	1031	3090	836	2338	822	1931	721
ENSMUSG00000007739	Cct4	chr11:22990518-23003780	5236	8073	4950	5487	10270	5879	9787	5756	16300	10423	13312	6287	8822	6068	8943	5398
ENSMUSG00000007777	0610009B22Rik	chr11:51685385-51688874	183	345	163	228	282	237	343	214	256	194	371	224	258	189	202	217
ENSMUSG00000007783	Cpt1c	chr7:44959371-44974851	58	96	46	106	146	130	124	177	108	83	194	150	240	216	300	329
ENSMUSG00000007805	Twist2	chr1:91801460-91848028	39	41	58	26	247	25	14	9	706	307	925	280	396	235	396	167
ENSMUSG00000007812	Zfp655	chr5:145231714-145247302	219	578	303	478	373	513	622	547	551	622	611	421	277	450	569	526
ENSMUSG00000007815	Rhoa	chr9:108306128-108337934	2766	3903	3367	3195	6470	3230	6297	3124	8062	4364	9126	3543	6394	3531	7438	3509
ENSMUSG00000007817	Zmiz1	chr14:25459223-25666743	3258	5417	4192	5153	11313	5839	8150	5524	4689	5257	18281	8727	13497	9368	11348	7319
ENSMUSG00000007827	Ankrd26	chr6:118501307-118562226	248	692	231	636	456	526	431	551	452	675	861	713	534	683	572	665
ENSMUSG00000007833	Aldh16a1	chr7:45140904-45154584	1241	1639	1454	1375	2750	1351	3283	1327	1847	965	3098	1072	2532	1028	3074	1201
ENSMUSG00000007836	Hnrnpa0	chr13:58125878-58128556	5538	9235	8379	8157	16756	9098	12936	8789	12227	10576	17689	8358	14212	9404	14938	11199
ENSMUSG00000007837	Prrg2	chr7:45053583-45062677	87	135	124	173	253	170	267	156	142	79	206	89	168	96	192	106
ENSMUSG00000007850	Hnrnph1	chr11:50376989-50386528	5172	13153	6002	12568	13165	10991	10632	11063	12209	14925	17951	13565	13877	13589	11494	13484
ENSMUSG00000007867	Ift43	chr12:86082562-86162459	152	227	266	251	562	265	503	276	311	152	732	244	583	252	577	239
ENSMUSG00000007872	Id3	chr4:136143496-136145392	1683	3021	1226	1477	5070	2195	7004	2489	3439	1786	4603	1766	6824	2576	10408	4151
ENSMUSG00000007877	Tcap	chr11:98383810-98384953	0	1	0	1	1	3	0	2	0	1	1	2	0	1	2	3
ENSMUSG00000007880	Arid1a	chr4:133679007-133756769	4401	9156	6007	8449	11398	7955	10050	7963	7402	8351	18173	7876	11394	7415	11116	7822
ENSMUSG00000007888	Crlf1	chr8:70493157-70504081	378	487	642	548	1685	628	1801	891	255	108	3217	756	771	422	1280	376
ENSMUSG00000007891	Ctsd	chr7:142375910-142388038	2505	2931	4217	4297	6776	4126	6634	3032	3329	1743	4342	1544	3799	1646	5476	1810
ENSMUSG00000007892	Rplp1	chr9:61913283-61914542	12166	16394	12338	10830	26351	12011	33349	12245	40283	16878	29757	9803	21978	8641	28874	9829
ENSMUSG00000007907	Cabs1	chr5:87979438-87981544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007908	Hmgcll1	chr9:76014854-76136350	39	90	62	134	203	141	116	155	25	29	84	82	84	97	86	77
ENSMUSG00000007944	Ttc9b	chr7:27653914-27657346	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ENSMUSG00000007946	Phox2a	chr7:101818312-101822726	14	22	1	7	2	2	1	0	5	2	0	2	1	0	1	1
ENSMUSG00000007950	Abhd8	chr8:71456704-71463655	415	442	478	364	1277	430	1034	443	1349	669	2221	727	1745	702	1975	806
ENSMUSG00000007987	Ift22	chr5:136908149-136915404	182	230	171	227	496	270	452	260	439	258	949	384	613	339	411	290
ENSMUSG00000007989	Fzd3	chr14:65192448-65262463	1092	2576	1409	2343	2082	2235	2492	2150	1664	2075	2502	1794	1424	1763	1979	1910
ENSMUSG00000008028	1700008O03Rik	chr7:44360042-44375030	3	4	2	3	2	2	8	0	2	3	4	2	4	3	9	2
ENSMUSG00000008035	Mid1ip1	chrX:10715018-10719690	27	54	93	81	305	88	124	83	155	98	1089	405	622	381	551	437
ENSMUSG00000008036	Ap2s1	chr7:16738409-16749294	872	1080	1161	911	2550	1001	2372	927	2608	979	3716	1117	2911	983	2942	1104
ENSMUSG00000008090	Fgfrl1	chr5:108692381-108706924	261	439	343	508	829	506	494	418	1113	823	1225	604	1007	650	1457	908
ENSMUSG00000008129	4930432K21Rik	chr8:84148024-84172590	28	24	21	23	66	25	48	27	36	25	84	22	93	33	51	28
ENSMUSG00000008136	Fhl2	chr1:43123073-43196984	15	40	90	107	111	123	82	98	68	34	36	25	18	18	47	23
ENSMUSG00000008140	Emc10	chr7:44489936-44496529	1229	1497	1696	1515	3164	1410	2967	1166	2022	1032	2954	919	2621	1032	3222	1197
ENSMUSG00000008153	Clstn3	chr6:124430758-124464794	66	90	79	100	247	126	297	151	65	24	203	102	448	125	606	310
ENSMUSG00000008167	Fbxw9	chr8:85060054-85067121	149	280	202	271	381	316	418	339	248	148	280	164	252	167	345	228
ENSMUSG00000008193	Spib	chr7:44525992-44532071	1	3	9	15	9	10	70	10	0	2	0	5	2	2	0	2
ENSMUSG00000008200	Fnbp4	chr2:90745369-90781021	513	1456	510	1678	1436	1527	972	1461	1088	1567	1325	1444	1522	1538	1056	1424
