gene_id gene_short_name locus ECT095_R1 ECT095_R2 ECT105_R1 ECT105_R2 ECT115_R1 ECT115_R2 ECT125_R1 ECT125_R2 MES095_R1 MES095_R2 MES105_R1 MES105_R2 MES115_R1 MES115_R2 MES125_R1 MES125_R2
ENSMUSG00000027315 Spint1 chr2:119237361-119249527 1246 1497 2313 2494 3039 2331 3191 1797 18 12 100 39 171 63 134 90
ENSMUSG00000027317 Ppp1r14d chr2:119218118-119229906 13 20 23 14 18 12 13 13 0 1 4 0 0 0 0 0
ENSMUSG00000027356 Fermt1 chr2:132904388-132945906 1511 3069 2252 3214 3834 4196 4904 3827 14 7 61 26 102 54 3 1
ENSMUSG00000027376 Prom2 chr2:127526472-127541467 710 1137 872 1050 636 708 776 585 5 0 28 12 26 7 1 0
ENSMUSG00000027412 Lpin3 chr2:160880669-160906002 85 171 139 183 238 189 262 166 24 13 66 24 58 23 85 50
ENSMUSG00000027506 Tpd52 chr3:8925592-9004723 565 921 818 881 955 712 992 583 64 55 232 156 207 149 200 104
ENSMUSG00000027536 Chmp4c chr3:10366906-10395337 91 178 141 237 448 328 488 355 2 6 7 3 15 3 12 6
ENSMUSG00000027560 Dok5 chr2:170731806-170879769 200 413 130 172 216 214 158 139 18 10 3 2 30 8 14 7
ENSMUSG00000027568 Ntsr1 chr2:180499975-180544980 63 85 25 19 73 49 172 46 7 6 1 0 0 0 0 0
ENSMUSG00000027579 Srms chr2:181205561-181213185 379 574 442 668 320 462 172 89 4 4 46 13 6 6 0 0
ENSMUSG00000027695 Pld1 chr3:27938694-28133362 68 142 63 101 159 146 181 178 43 23 69 22 56 37 46 37
ENSMUSG00000027901 Dennd2d chr3:106482430-106503030 61 137 110 154 231 173 286 276 14 7 9 7 14 8 5 4
ENSMUSG00000027907 S100a11 chr3:93520487-93526287 1031 1447 1709 1738 3472 2159 4530 1741 172 96 359 166 685 246 897 236
ENSMUSG00000027993 Trim2 chr3:84160438-84305446 1652 3175 1509 2490 3281 2723 3706 3130 365 322 346 232 431 286 395 395
ENSMUSG00000028042 Zbtb7b chr3:89377643-89393678 169 318 298 272 278 180 481 229 22 11 64 35 70 24 104 55
ENSMUSG00000028064 Sema4a chr3:88435958-88461182 130 149 238 302 702 411 1339 525 34 24 199 44 141 74 140 79
ENSMUSG00000028082 Sh3d19 chr3:86070914-86130526 1234 1833 1742 2196 3260 2509 3840 2453 773 642 1190 519 1109 528 1447 888
ENSMUSG00000028115 Bnipl chr3:95241270-95251193 62 82 132 132 242 154 408 181 0 1 1 5 4 2 3 0
ENSMUSG00000028121 Bcar3 chr3:122419777-122530191 231 332 429 494 409 609 687 441 65 50 121 73 105 101 131 116
ENSMUSG00000028128 F3 chr3:121723536-121735048 65 123 112 122 98 151 268 172 23 21 28 20 7 12 12 11
ENSMUSG00000028173 Wls chr3:159839671-159938664 6131 9155 7895 10568 19199 13800 17670 15912 2652 1970 3639 2110 3494 2287 4491 2984
ENSMUSG00000028255 Clca1 chr3:145003816-145032776 53 8 536 439 168 253 33 13 0 0 7 0 2 0 0 0
ENSMUSG00000028337 Coro2a chr4:46536936-46602202 190 369 545 517 677 597 643 480 9 12 52 29 85 56 90 56
ENSMUSG00000028351 Brinp1 chr4:68761513-68954397 53 84 225 258 444 307 1072 546 32 20 26 7 61 26 38 45
ENSMUSG00000028392 Bspry chr4:62480052-62497298 74 105 100 112 124 88 247 117 4 5 5 2 1 1 1 1
ENSMUSG00000028488 Sh3gl2 chr4:85205125-85639195 51 78 50 70 64 77 103 89 2 1 4 4 4 4 4 4
ENSMUSG00000028528 Dnajc6 chr4:101496647-101642799 20 44 52 144 221 302 250 253 13 4 7 0 10 13 31 2
ENSMUSG00000028536 2610528J11Rik chr4:118526998-118530228 32 36 39 49 51 42 128 36 1 4 2 3 2 1 3 0
ENSMUSG00000028539 Artn chr4:117926161-117929763 172 279 182 187 175 180 175 146 9 5 28 11 41 25 61 34
ENSMUSG00000028572 Hook1 chr4:95967239-96025413 434 1235 474 808 599 774 822 900 59 83 206 202 178 207 352 206
ENSMUSG00000028583 Pdpn chr4:143267430-143299564 405 709 841 1083 1577 1191 2240 1522 117 51 156 82 241 114 180 122
ENSMUSG00000028654 Mycl chr4:122995651-123002485 1689 2506 2618 2756 5888 3441 6624 3740 471 290 1297 562 1538 761 1486 844
ENSMUSG00000028763 Hspg2 chr4:137468768-137570630 9064 15103 10835 13025 17415 12356 11543 11451 4995 3216 5872 2469 8046 2835 5191 3135
ENSMUSG00000028776 Tinagl1 chr4:130165601-130175122 437 674 316 326 486 312 467 304 74 55 89 55 143 57 158 68
ENSMUSG00000028785 Hpca chr4:129111569-129122036 61 99 49 65 155 106 331 106 0 2 8 3 9 5 5 10
ENSMUSG00000028786 Tmem54 chr4:129105547-129111626 452 623 439 410 507 347 779 352 11 1 17 7 8 6 2 11
ENSMUSG00000028838 Extl1 chr4:134356371-134372558 26 60 94 98 133 94 219 135 1 2 5 3 11 7 40 14
ENSMUSG00000028841 Cnksr1 chr4:134228040-134238399 119 218 146 272 302 240 304 271 8 3 10 1 2 7 3 0
ENSMUSG00000028860 Sytl1 chr4:133253089-133263113 59 84 193 219 367 231 447 266 1 1 6 3 12 2 2 5
ENSMUSG00000028865 Cd164l2 chr4:133220809-133224555 52 59 58 52 64 67 97 38 4 0 3 0 0 3 10 4
ENSMUSG00000028919 Arhgef19 chr4:141239498-141257564 969 1291 1344 1604 2484 1740 3719 2067 6 3 51 14 85 32 86 40
ENSMUSG00000028943 Espn chr4:152120330-152152371 381 437 244 186 105 100 120 63 48 28 17 4 9 1 5 6
ENSMUSG00000029026 Trp73 chr4:154056252-154140208 25 51 224 324 854 588 2720 1385 0 1 13 2 21 7 10 4
ENSMUSG00000029032 Arhgef16 chr4:154278485-154301676 384 673 747 818 958 821 923 576 42 29 47 17 36 11 34 13
ENSMUSG00000029055 Plch2 chr4:154983114-155056784 354 505 608 938 1240 910 2019 1256 5 1 22 3 32 5 6 3
ENSMUSG00000029074 Ttll10 chr4:156034839-156059414 13 47 18 105 42 87 53 119 0 0 1 0 1 2 0 0
ENSMUSG00000029108 Pcdh7 chr5:57717966-58133230 894 1457 1650 1960 3972 2964 4411 3218 397 387 628 268 327 220 305 173
ENSMUSG00000029112 Nkx1-1 chr5:33430733-33433976 223 196 368 200 223 168 58 35 1 0 4 2 3 0 1 0
ENSMUSG00000029120 Ppp2r2c chr5:36868512-36955078 567 1247 787 550 44 145 40 32 3 4 20 4 5 5 4 2
ENSMUSG00000029149 Krtcap3 chr5:31251705-31253202 36 84 50 138 84 118 101 128 1 3 17 21 25 16 22 38
ENSMUSG00000029153 Ociad2 chr5:73322198-73341028 56 72 55 89 195 154 235 178 22 9 39 19 33 22 45 40
ENSMUSG00000029168 Dpysl5 chr5:30711563-30799375 479 798 782 891 1974 1465 2810 1642 137 107 510 185 656 327 977 479
ENSMUSG00000029189 Sel1l3 chr5:53107082-53213452 553 873 521 611 335 351 297 130 16 17 31 18 53 33 66 36
ENSMUSG00000029228 Lnx1 chr5:74592446-74702912 159 226 348 446 185 347 141 141 12 6 15 9 21 7 8 17
ENSMUSG00000029370 Rassf6 chr5:90603075-90640657 15 13 14 18 17 18 51 19 1 2 1 1 1 0 0 1
ENSMUSG00000029470 P2rx4 chr5:122707543-122729738 50 62 70 84 177 142 149 101 33 21 38 17 48 20 56 33
ENSMUSG00000029570 Lfng chr5:140607319-140615545 177 278 389 508 1015 736 1281 723 54 29 168 78 114 62 161 71
ENSMUSG00000029816 Gpnmb chr6:49036614-49070929 18 43 37 44 74 50 224 87 2 2 2 1 18 5 64 20
ENSMUSG00000029832 Nfe2l3 chr6:51432669-51458768 53 89 83 81 133 115 87 100 2 0 7 1 5 3 20 6
ENSMUSG00000029859 Epha1 chr6:42358486-42373268 1058 1841 1941 2273 3712 2674 3940 2667 93 93 1090 423 327 206 236 135
ENSMUSG00000029868 Trpv6 chr6:41620623-41636405 25 44 11 25 35 32 45 43 0 0 2 2 0 0 1 1
ENSMUSG00000030064 Frmd4b chr6:97286866-97617541 1731 3124 2517 3467 5728 4443 5748 4434 612 492 1355 555 801 480 498 431
ENSMUSG00000030091 Nup210 chr6:91013067-91116829 1955 3302 1357 1574 2149 1511 3036 1533 913 730 395 194 358 226 314 184
ENSMUSG00000030093 Wnt7a chr6:91363980-91411363 1982 3575 1766 1608 2105 1997 4119 1484 6 5 76 3 38 12 2 0
ENSMUSG00000030108 Slc6a13 chr6:121300226-121337733 56 81 58 151 112 110 72 61 2 1 6 7 5 4 6 2
ENSMUSG00000030206 Gsg1 chr6:135237325-135254351 84 73 182 163 218 157 85 117 2 2 2 2 11 1 3 2
ENSMUSG00000030208 Emp1 chr6:135362544-135383173 2989 4752 7243 9235 16403 12883 20270 15902 490 369 975 596 2807 1626 4555 2533
ENSMUSG00000030214 Plbd1 chr6:136612069-136661928 24 39 33 41 90 58 270 115 1 4 22 9 27 10 13 8
ENSMUSG00000030217 Art4 chr6:136848450-136857733 128 194 311 344 517 360 1003 505 43 35 49 20 26 16 3 7
ENSMUSG00000030306 Tmtc1 chr6:148232429-148444389 196 248 543 958 1707 1599 1753 1882 43 23 71 56 90 76 46 44
ENSMUSG00000030342 Cd9 chr6:125460265-125494791 350 613 607 784 977 822 2088 928 124 57 155 80 236 115 494 149
ENSMUSG00000030494 Rhpn2 chr7:35334169-35392289 456 942 554 841 539 581 944 822 55 66 44 24 45 31 25 44
ENSMUSG00000030688 Stard10 chr7:101317085-101346626 756 1001 1061 970 1938 1116 2679 1174 115 71 463 139 449 168 640 179
ENSMUSG00000030739 Myh14 chr7:44605802-44670843 110 147 446 505 922 633 1449 728 21 12 15 2 27 7 47 19
ENSMUSG00000030800 Prss8 chr7:127925715-127930104 776 1172 553 533 370 405 638 348 17 10 25 13 20 9 21 4
ENSMUSG00000030849 Fgfr2 chr7:130162450-130266263 2497 5013 3103 4706 4626 4828 9462 6881 1258 1415 213 113 945 312 1913 1360
ENSMUSG00000031146 Plp2 chrX:7667940-7671390 1022 1595 1476 1481 2100 1418 2208 1329 500 334 670 259 735 291 848 394
ENSMUSG00000031179 3830417A13Rik chrX:64173547-64178778 18 24 85 94 212 123 245 156 0 0 4 0 3 1 0 0
ENSMUSG00000031273 Col4a6 chrX:141165402-141474076 724 1175 378 417 557 331 1877 673 188 158 61 21 86 24 103 79
ENSMUSG00000031274 Col4a5 chrX:141475384-141689234 1121 1814 955 996 1838 1034 4176 1944 345 257 329 156 474 202 752 461
ENSMUSG00000031286 Glt28d2 chr3:85869848-85887516 14 14 21 32 51 34 104 36 0 0 0 3 4 3 9 5
ENSMUSG00000031351 Zfp185 chrX:72987338-73031543 125 229 208 386 521 459 582 584 27 30 32 18 62 43 142 79
ENSMUSG00000031376 Atp2b3 chrX:73503085-73571005 32 30 92 167 146 166 77 64 0 0 2 3 8 4 3 2
ENSMUSG00000031438 Rnf128 chrX:139563315-139673145 216 496 217 401 250 290 384 260 87 52 183 48 79 62 46 49
ENSMUSG00000031595 Pdgfrl chr8:40926232-40990785 170 183 496 583 734 540 441 302 19 13 251 90 144 78 169 43
ENSMUSG00000031626 Sorbs2 chr8:45507787-45827906 604 995 1505 2496 2198 2202 1751 1593 36 16 152 81 313 181 306 233
ENSMUSG00000031642 Sh3rf1 chr8:61223871-61396071 1086 1855 2922 3024 3895 3537 3660 2732 425 446 507 233 397 269 442 383
ENSMUSG00000031765 Mt1 chr8:94179081-94180327 221 452 266 339 227 207 535 203 185 102 253 95 46 67 118 23
ENSMUSG00000031772 Cntnap4 chr8:112570042-112882717 84 145 74 79 129 83 112 95 11 2 8 4 2 3 0 3
ENSMUSG00000031785 Adgrg1 chr8:94976992-95014217 196 233 370 477 1197 808 2558 930 89 62 293 125 176 113 151 66
ENSMUSG00000031786 Drc7 chr8:95055102-95078141 15 27 20 39 33 26 36 39 0 0 1 1 2 0 0 0
ENSMUSG00000031853 Map3k21 chr8:125910449-125947440 12 15 20 27 16 25 35 20 0 1 0 2 1 1 0 1
ENSMUSG00000031870 Pgr chr9:8899832-8968611 26 74 43 58 77 79 82 86 0 0 4 2 13 8 23 15
ENSMUSG00000031906 Smpd3 chr8:106252547-106337988 274 226 2203 2245 727 1249 196 86 27 18 44 23 29 12 14 8
ENSMUSG00000031910 Has3 chr8:106870241-106884566 65 102 386 692 1627 1234 1719 1128 2 8 12 3 45 16 6 5
ENSMUSG00000031952 Chst5 chr8:111889135-111910447 57 49 124 136 255 184 348 191 3 0 5 2 6 6 14 6
ENSMUSG00000031995 St14 chr9:31089401-31131853 1622 2060 5903 5234 4258 3846 4363 1948 10 7 146 41 108 30 11 4
ENSMUSG00000032012 Nectin1 chr9:43743983-43807461 959 1685 2035 2482 1903 1976 2428 1799 439 515 711 353 623 348 852 501
ENSMUSG00000032013 Trim29 chr9:43310847-43336115 680 872 3092 2680 4777 3155 7725 3072 2 2 87 9 106 30 9 2
ENSMUSG00000032036 Kirrel3 chr9:34485893-35036716 168 224 1197 1080 399 640 348 263 7 5 39 23 21 19 171 21
ENSMUSG00000032060 Cryab chr9:50751324-50756636 11 14 43 39 53 42 75 34 0 1 1 2 7 0 0 3
ENSMUSG00000032062 2310030G06Rik chr9:50739690-50746536 75 139 147 230 283 288 358 251 21 13 96 42 88 63 69 71
ENSMUSG00000032091 Tmprss4 chr9:45172725-45204092 16 46 64 74 66 61 17 16 0 0 0 0 0 1 0 0
ENSMUSG00000032092 Mpzl2 chr9:45039798-45054015 970 1623 2424 3044 3575 2991 4194 2810 167 117 168 62 186 65 241 116
ENSMUSG00000032172 Olfm2 chr9:20667689-20746349 98 168 43 61 212 100 189 133 25 6 17 1 42 8 55 33
ENSMUSG00000032265 Fam46a chr9:85320438-85327348 232 279 1588 2207 371 1157 814 707 10 25 29 6 10 12 32 19
ENSMUSG00000032313 Tmem266 chr9:55326912-55438345 39 44 131 130 117 103 90 85 14 5 29 13 41 19 30 24
ENSMUSG00000032318 Isl2 chr9:55538671-55546180 152 215 489 740 186 457 122 205 4 2 14 7 7 4 2 1
ENSMUSG00000032358 Fam83b chr9:76490053-76567116 251 465 278 302 331 333 1014 502 12 5 9 4 7 1 3 4
ENSMUSG00000032366 Tpm1 chr9:67022589-67049406 4939 8670 7568 9555 9769 8726 9692 7052 3792 2433 3177 1504 2116 1280 2894 1421
ENSMUSG00000032420 Nt5e chr9:88327196-88372092 32 71 72 159 409 267 971 698 19 12 7 4 12 8 14 2
ENSMUSG00000032561 Acpp chr9:104288250-104337748 689 1034 1430 1931 3059 1988 2624 2096 0 2 52 13 94 36 17 17
ENSMUSG00000032726 Bmp8a chr4:123312644-123343252 36 34 36 68 195 80 161 122 0 1 2 2 8 3 3 1
ENSMUSG00000033060 Lmo7 chr14:101729956-101934710 2126 2835 2714 4152 6382 4629 6523 4698 213 237 299 222 1775 861 1278 1387
ENSMUSG00000033170 Card10 chr15:78775137-78803042 1089 1660 1473 1521 1369 1350 1266 717 196 145 626 204 229 105 197 102
ENSMUSG00000033227 Wnt6 chr1:74771891-74785322 4568 5644 6868 5309 9622 5908 9031 4855 29 11 196 36 184 38 22 0
ENSMUSG00000033295 Ptprf chr4:118208212-118291405 13816 17598 20704 20439 38762 26312 45192 26257 10143 5995 15886 6045 9746 5576 7305 4967
ENSMUSG00000033419 Snap91 chr9:86765922-86880449 558 990 688 1329 771 1046 156 392 11 28 20 16 27 18 36 15
ENSMUSG00000033685 Ucp2 chr7:100493336-100502020 1924 2536 4573 3739 7509 5095 8583 3971 643 307 2662 864 2568 990 3115 1187
ENSMUSG00000033726 Emx1 chr6:85187437-85204358 130 155 320 208 342 255 268 175 0 0 12 1 2 2 0 0
ENSMUSG00000033998 Kcnk1 chr8:125995169-126030685 444 633 567 537 992 776 1210 753 68 35 54 21 67 40 119 41
ENSMUSG00000034112 Atp2c2 chr8:119700008-119757717 348 691 417 569 405 462 465 330 4 2 13 6 6 6 0 1
ENSMUSG00000034156 Tspoap1 chr11:87760540-87785928 20 90 51 191 125 171 198 224 11 4 6 6 9 7 46 56
ENSMUSG00000034159 2310007B03Rik chr1:93151348-93160948 60 87 174 193 92 112 73 37 8 2 1 0 2 0 0 0
ENSMUSG00000034177 Rnf43 chr11:87663086-87735539 339 691 584 946 958 898 1531 986 6 6 27 9 34 13 66 29
ENSMUSG00000034382 AI661453 chr17:47436614-47470638 1354 1892 1705 1596 2827 1598 3862 1792 17 6 87 21 68 27 18 6
ENSMUSG00000034394 Lif chr11:4257556-4272514 12 24 10 28 19 21 12 17 0 1 0 0 1 0 0 0
ENSMUSG00000034573 Ptpn13 chr5:103425500-103598303 3840 6667 3572 5771 9106 6963 8864 8237 2011 1632 1392 710 1592 931 1500 1187
ENSMUSG00000034584 Exph5 chr9:53301669-53377514 44 71 184 250 323 352 717 633 2 0 9 11 23 11 23 18
ENSMUSG00000034607 Pof1b chrX:112638430-112698651 26 43 54 104 122 141 136 185 0 0 0 0 4 1 0 0
ENSMUSG00000034612 Chst11 chr10:82985497-83195900 772 1161 2757 2964 2869 2964 4967 2744 223 191 288 129 506 276 800 482
ENSMUSG00000034614 Pik3ip1 chr11:3330400-3342971 326 310 559 807 1938 1421 1178 1164 8 12 127 53 205 68 202 143
ENSMUSG00000034616 Ssh3 chr19:4261667-4269172 68 131 153 250 413 353 609 436 8 3 49 18 97 50 219 125
ENSMUSG00000034687 Fras1 chr5:96373954-96784728 2754 3704 6175 8090 15412 9591 12042 11457 460 333 412 142 637 259 518 326
ENSMUSG00000034792 Gna15 chr10:81502312-81524225 82 66 74 69 99 72 116 46 10 3 8 3 17 5 11 8
ENSMUSG00000034903 Cobll1 chr2:65088338-65239096 984 1931 683 915 470 664 618 576 122 112 180 79 47 66 79 37
ENSMUSG00000034917 Tjp3 chr10:81273206-81291581 469 732 393 405 310 296 260 217 3 2 25 3 10 6 21 6
ENSMUSG00000034957 Cebpa chr7:35119292-35121928 30 55 197 156 305 140 702 257 16 8 45 17 86 25 108 42
ENSMUSG00000034981 Parm1 chr5:91517614-91626894 294 285 854 853 1624 1612 2184 1363 73 21 48 19 129 43 49 57
ENSMUSG00000035498 Cdcp1 chr9:123170823-123216038 702 1331 870 1285 1589 1500 2225 1609 16 5 28 6 32 29 10 3
ENSMUSG00000035551 Igfbpl1 chr4:45809467-45826923 118 165 303 705 1387 877 1133 547 40 33 25 6 42 13 9 9
ENSMUSG00000035557 Krt17 chr11:100256216-100261029 48 59 410 659 4705 2954 11653 4768 4 2 36 1 97 39 55 3
ENSMUSG00000035615 Frmpd1 chr4:45184874-45285936 28 65 77 85 271 177 500 330 9 3 8 3 10 8 16 6
ENSMUSG00000035864 Syt1 chr10:108497649-109010982 56 57 43 52 168 75 738 224 5 0 1 0 8 0 2 1
ENSMUSG00000036139 Hoxc9 chr15:102976438-102985099 152 221 388 371 422 375 443 296 29 17 10 4 12 1 0 0
ENSMUSG00000036461 Elf1 chr14:79481193-79582494 223 398 430 627 1046 921 1902 1449 164 130 208 131 262 166 354 275
ENSMUSG00000036585 Fgf1 chr18:38838672-38929157 26 49 87 181 119 190 113 118 4 10 8 7 1 3 7 4
ENSMUSG00000036596 Cpz chr5:35502217-35525698 1241 1492 953 882 274 488 76 106 28 12 30 7 9 2 2 9
ENSMUSG00000036617 Etl4 chr2:19909779-20810713 1575 3607 1602 2912 2061 2330 2850 3047 328 510 269 176 303 196 290 220
ENSMUSG00000036687 Tmem184a chr5:139802484-139819917 175 252 232 277 382 305 404 286 59 14 33 25 19 18 6 2
ENSMUSG00000036856 Wnt4 chr4:137277488-137299726 739 1190 1318 1546 2860 1590 4383 2328 15 10 38 20 55 17 16 17
ENSMUSG00000036880 Acaa2 chr18:74779196-74806207 1430 1827 2191 1960 2546 1770 3575 1778 718 370 927 430 862 469 949 515
ENSMUSG00000036918 Ttc7 chr17:87282885-87381769 284 531 488 463 1179 631 1456 892 193 162 230 73 188 111 134 107
ENSMUSG00000037016 Frem2 chr3:53513937-53657355 5014 6494 6379 8419 19734 11713 18740 15419 227 140 401 164 966 290 1960 646
ENSMUSG00000037129 Tmprss13 chr9:45319099-45347581 181 186 173 221 300 224 356 242 1 0 6 2 2 2 1 0
ENSMUSG00000037185 Krt80 chr15:101347443-101370162 11 11 56 68 125 87 155 63 0 0 1 0 4 2 4 0
ENSMUSG00000037188 Grhl3 chr4:135541887-135573630 364 529 1363 1808 2045 1873 3433 2137 10 7 37 13 47 27 71 13
ENSMUSG00000037279 Ovol2 chr2:144305174-144332146 35 71 53 109 135 104 239 116 0 1 1 0 4 4 2 0
ENSMUSG00000037280 Galnt6 chr15:100691812-100729376 94 149 195 192 115 83 84 38 0 0 9 4 11 3 12 6
ENSMUSG00000037321 Tap1 chr17:34187552-34197225 51 82 132 144 221 150 384 196 13 3 33 15 56 22 132 47
ENSMUSG00000037370 Enpp1 chr10:24637913-24712158 501 574 411 855 2065 984 3191 1775 8 3 172 158 314 217 501 226
ENSMUSG00000037379 Spon2 chr5:33213926-33218455 37 167 164 193 567 51 355 258 22 9 2 1 19 3 10 9
ENSMUSG00000037490 Slc2a12 chr10:22645010-22704285 81 128 122 184 342 256 620 381 23 13 28 9 26 11 30 16
ENSMUSG00000037509 Arhgef4 chr1:34678187-34813309 114 133 92 127 152 128 368 150 37 26 19 14 11 14 38 29
ENSMUSG00000037600 Kdf1 chr4:133518962-133530790 353 538 557 518 890 585 1205 610 3 4 10 6 29 8 9 2
ENSMUSG00000037989 Wnk2 chr13:49036302-49148014 1854 3188 2602 2573 2260 1708 1886 1540 126 92 342 126 278 140 519 209
ENSMUSG00000037990 Sh3rf3 chr10:58813358-59138916 80 299 135 148 161 121 365 221 5 10 67 78 54 37 31 33
ENSMUSG00000037995 Igsf9 chr1:172481787-172498878 2596 4090 3644 5063 7137 5487 8995 5499 1790 1027 3024 1281 2545 1353 2615 1513
ENSMUSG00000037999 Arap2 chr5:62602444-62766159 44 106 88 189 188 196 260 235 7 13 15 16 9 6 11 12
ENSMUSG00000038020 Rapgefl1 chr11:98836784-98853697 234 498 454 792 728 598 772 734 27 30 128 81 191 103 198 222
ENSMUSG00000038068 Rnf144b chr13:47122655-47247991 399 859 224 373 269 256 309 259 27 24 36 25 30 25 41 30
ENSMUSG00000038128 Camk4 chr18:32939040-33195767 293 581 494 792 1044 885 1227 1005 52 50 110 47 121 74 142 90
ENSMUSG00000038167 Plekhg6 chr6:125362659-125380793 81 155 125 155 204 120 328 135 0 3 3 2 7 1 4 0
ENSMUSG00000038235 F11r chr1:171437534-171464603 2156 2779 2441 2639 3744 2709 4559 2428 730 313 368 161 442 169 754 236
ENSMUSG00000038260 Trpm4 chr7:45303154-45333769 271 406 362 525 729 574 845 634 51 37 183 89 213 107 349 196
ENSMUSG00000038296 Galnt18 chr7:111471660-111779977 152 243 277 375 451 378 818 550 86 81 90 40 134 55 128 86
ENSMUSG00000038560 Sp6 chr11:97013393-97024734 4882 8561 6255 6962 8364 8468 6590 3678 111 140 151 47 211 55 9 12
ENSMUSG00000038576 Susd4 chr1:182763859-182896591 687 1018 1773 2246 2480 2162 3554 2180 220 119 265 96 196 69 133 72
ENSMUSG00000038578 Susd1 chr4:59314682-59438633 170 327 277 330 313 265 379 270 123 100 87 40 91 43 87 66
ENSMUSG00000038580 Sct chr7:141278330-141279133 415 598 441 460 283 333 74 64 14 6 38 8 30 4 8 3
ENSMUSG00000038605 Samd10 chr2:181595217-181599212 158 287 160 288 264 218 305 216 59 28 115 62 83 70 117 77
ENSMUSG00000038677 Scube3 chr17:28142315-28174852 4660 7824 4929 6164 8257 6185 7630 6243 3372 2807 1675 654 1120 597 2053 1320
ENSMUSG00000038764 Ptpn3 chr4:57190840-57301837 158 305 319 488 539 491 1299 790 33 32 111 50 136 84 182 151
ENSMUSG00000038816 Ctnnal1 chr4:56810934-56865188 1374 2857 1473 2130 2385 2006 2960 2379 433 385 837 525 859 634 835 730
ENSMUSG00000038879 Nipal2 chr15:34572798-34679212 9 24 25 39 44 54 66 52 2 1 3 0 8 4 13 6
ENSMUSG00000038903 Ccdc68 chr18:69925465-69969484 113 176 119 234 140 153 271 188 6 3 4 1 2 0 3 3
ENSMUSG00000038980 Rbbp8nl chr2:180277645-180289879 84 138 112 176 153 136 195 139 1 0 0 0 4 0 1 1
ENSMUSG00000039037 St6galnac5 chr3:152817080-152982246 180 239 253 456 594 469 580 726 27 14 4 1 11 3 0 5
ENSMUSG00000039092 Sptlc3 chr2:139493912-139637674 167 232 445 572 714 502 618 487 2 1 8 3 20 5 30 14
ENSMUSG00000039116 Adgrg6 chr10:14402582-14545659 58 121 187 266 284 342 138 193 0 1 8 6 9 6 25 13
ENSMUSG00000039323 Igfbp2 chr1:72824502-72852474 2066 2302 5342 4079 7770 5523 12975 6046 715 219 1489 299 723 438 2046 452
ENSMUSG00000039384 Dusp10 chr1:184013301-184075636 77 124 179 169 202 173 384 207 34 26 48 17 55 31 69 36
ENSMUSG00000039405 Prss23 chr7:89507782-89527187 172 326 163 189 305 235 1457 645 39 27 14 14 24 13 72 16
ENSMUSG00000039457 Ppl chr16:5086290-5132421 680 1129 1260 1754 2096 1931 3205 2403 7 3 47 11 47 27 5 1
ENSMUSG00000039481 Nrtn chr17:56751324-56757530 50 32 140 58 177 84 286 56 23 5 56 6 27 9 34 11
ENSMUSG00000039529 Atp8b1 chr18:64528978-64661000 17 20 53 96 59 98 166 142 0 2 1 1 5 1 8 3
ENSMUSG00000039601 Rcan2 chr17:43801350-44039516 74 70 787 897 700 629 311 257 13 14 44 17 40 24 72 31
ENSMUSG00000039620 6430573F11Rik chr8:36457547-36516570 145 307 234 367 327 383 277 174 30 39 40 23 59 39 96 45
ENSMUSG00000039676 Capsl chr15:9436027-9466038 28 20 17 25 48 21 46 15 1 0 4 0 2 2 0 0
ENSMUSG00000039813 Tbc1d2 chr4:46604389-46650209 126 251 286 353 476 456 772 590 11 12 50 21 52 30 48 41
ENSMUSG00000039865 Slc44a3 chr3:121459527-121532404 28 34 64 95 80 82 51 46 0 1 1 0 3 0 4 0
ENSMUSG00000039952 Dag1 chr9:108204633-108263958 9308 12121 11444 9415 14047 8863 16113 8454 3308 1971 4634 1536 4278 1936 4815 2335
ENSMUSG00000040055 Gjb6 chr14:57123302-57133611 13 13 46 75 232 268 2092 983 0 0 8 1 2 3 5 2
ENSMUSG00000040152 Thbs1 chr2:118111875-118127133 1476 1801 2804 3635 8249 6469 5852 4973 795 456 1011 502 1158 471 1315 614
ENSMUSG00000040254 Sema3d chr5:12383384-12588948 584 1149 504 659 1164 742 3286 1880 47 18 40 15 253 35 414 375
ENSMUSG00000040296 Ddx58 chr4:40204848-40239828 232 292 258 410 272 275 372 261 20 18 82 42 98 55 120 77
ENSMUSG00000040434 Large2 chr2:92365045-92374869 860 1651 794 1197 1280 1068 1909 1392 101 81 182 105 195 111 158 101
ENSMUSG00000040488 Ltbp4 chr7:27305135-27337692 203 199 468 486 2125 1065 4821 2170 119 61 351 161 590 228 1169 521
ENSMUSG00000040505 Abcg5 chr17:84658233-84683011 112 183 164 184 90 144 85 55 13 4 7 2 9 5 26 12
ENSMUSG00000040525 Cblc chr7:19779717-19796809 74 98 116 143 325 192 486 269 1 1 7 0 3 0 0 1
ENSMUSG00000040564 Apoc1 chr7:19689480-19692660 101 111 213 215 238 182 154 78 4 4 9 2 19 5 23 4
ENSMUSG00000040624 Plekhg1 chr10:3740363-3967303 1121 2117 2100 3653 2657 3498 2781 2979 193 204 225 115 256 125 533 268
ENSMUSG00000040653 Ppp1r14c chr10:3366056-3464975 34 57 39 64 48 41 92 46 9 8 8 9 5 1 12 9
ENSMUSG00000040680 Kremen2 chr17:23741196-23745833 659 1009 1919 1810 2136 1573 3277 1950 3 0 53 14 40 10 7 4
