gene_id	gene_short_name	locus	E9.5_l2fc	E9.5_padj	E10.5_l2fc	E10.5_padj	E11.5_l2fc	E11.5_padj	E12.5_l2fc	E12.5_padj	is.ECT	is.MES	is.never.signif	status
ENSMUSG00000021482	Aaed1	chr13:64275571-64312710	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021483	Cdk20	chr13:64432313-64441773	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021484	Lman2	chr13:55343832-55362783	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021485	Mxd3	chr13:55325167-55329758	NA	NA	1.92913345940939	5.59649917284304e-06	1.79145704906626	0.0320602170692017	2.19543995300297	1.10701519933524e-07	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021486	Prelid1	chr13:55320499-55325272	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021488	Nsd1	chr13:55209781-55318325	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021490	Slc34a1	chr13:55398186-55415592	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021492	F12	chr13:55417957-55426793	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021493	Pdlim7	chr13:55498415-55513676	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021494	Ddx41	chr13:55530409-55536658	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021495	Fam193b	chr13:55539315-55571120	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021496	Pcbd2	chr13:55727367-55776830	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021497	Txndc15	chr13:55714649-55726227	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021499	Catsper3	chr13:55784567-55808998	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021500	Ddx46	chr13:55635026-55681256	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021501	Caml	chr13:55623004-55632411	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021504	B4galt7	chr13:55599895-55610443	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021506	Pitx1	chr13:55825050-55836192	NA	NA	NA	NA	NA	NA	2.53834125665523	0.0308688754222076	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021508	Cxcl14	chr13:56288642-56296551	-5.1702480194352	7.41898853497185e-24	-2.87607363718146	9.19248984448948e-18	-3.75373699255034	1.09689445323934e-24	-4.04742988103301	7.31397342170363e-13	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021509	Slc25a48	chr13:56438354-56474239	NA	NA	NA	NA	NA	NA	-3.41608378040725	0.000270634293941701	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021510	Zfp729a	chr13:67612762-67637791	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021514	Zfp369	chr13:65278813-65304221	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021518	Ptdss1	chr13:66932829-66998401	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021519	Mterf3	chr13:66906967-66933088	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021520	Uqcrb	chr13:66900616-66905378	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021532	Fastkd3	chr13:68582233-68592338	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021534	1700001L19Rik	chr13:68597420-68614231	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021536	Adcy2	chr13:68620042-68999541	NA	NA	NA	NA	NA	NA	2.16810056832034	0.000103705822074055	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021537	Cetn3	chr13:81783076-81797155	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021538	Il9	chr13:56479276-56482246	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021539	Lect2	chr13:56542463-56548502	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021540	Smad5	chr13:56703009-56742377	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021541	Trpc7	chr13:56773112-56895993	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021545	1700067P10Rik	chr17:48089631-48090920	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021546	Hnrnpk	chr13:58391141-58403343	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021548	Ccnh	chr13:85189407-85223469	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021549	Rasa1	chr13:85214779-85289130	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021550	2210016F16Rik	chr13:58379816-58385225	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021552	Gkap1	chr13:58233345-58275699	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021553	Slc28a3	chr13:58553304-58610877	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021555	Naa35	chr13:59585258-59635922	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021556	Golm1	chr13:59634625-59675811	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021557	Agtpbp1	chr13:59445741-59585211	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021559	Dapk1	chr13:60601946-60763191	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021565	Slc6a19	chr13:73679744-73700780	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021567	Nkd2	chr13:73818533-73847631	2.35011670076029	9.28667632622701e-12	2.70640802214312	3.79585086516077e-18	1.61969566000502	0.0338013780167824	3.6580218170481	6.53306192932117e-37	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021569	Trip13	chr13:73911346-73937784	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021572	Cep72	chr13:74036499-74062299	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021573	Tppp	chr13:74009418-74035753	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021575	Ahrr	chr13:74211117-74292331	NA	NA	NA	NA	NA	NA	2.41362227647538	0.00767064129142094	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021576	Pdcd6	chr13:74303508-74317580	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021577	Sdha	chr13:74322253-74350280	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021578	Ccdc127	chr13:74350308-74365783	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021579	Lrrc14b	chr13:74359577-74364005	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021583	Erap1	chr13:74639567-74693201	NA	NA	-1.77277036164673	2.3703245783798e-05	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021585	Cast	chr13:74692367-74808810	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021587	Pcsk1	chr13:75089825-75134861	-5.75274481558735	0.000152368267422398	-3.09848311306425	0.00209908473267066	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021589	Rhobtb3	chr13:75869536-75943925	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021590	Spata9	chr13:75967149-75998972	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021591	Glrx	chr13:75839867-75850154	NA	NA	-1.70069103474557	0.000114670526227024	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021592	Arsk	chr13:76060421-76098660	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021594	Srd5a1	chr13:69573448-69611442	-1.53631452924262	0.000114522809185451	NA	NA	NA	NA	-1.63663373708526	7.7782841269886e-06	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021595	Nsun2	chr13:69533745-69635780	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021596	Mctp1	chr13:76384534-77031810	NA	NA	-3.2031953396757	0.0472277058906163	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021597	Slf1	chr13:77043087-77135473	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021598	Med10	chr13:69802394-69816104	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021600	8030423J24Rik	chr13:70882947-70884503	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021604	Irx4	chr13:73260478-73269608	-4.55768435787405	2.28929383585555e-09	-6.05448514509344	2.70309574555653e-13	-5.76014522464774	2.17415459230468e-07	-11.1974152494518	1.66550274974733e-12	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021606	Ndufs6	chr13:73319837-73328542	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021607	Mrpl36	chr13:73328512-73332178	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021608	Lpcat1	chr13:73467196-73516422	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021609	Slc6a3	chr13:73536746-73578672	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021610	Clptm1l	chr13:73604005-73620605	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021611	Tert	chr13:73626915-73649843	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021612	Slc6a18	chr13:73661751-73678023	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021613	Hapln1	chr13:89539795-89611652	-2.11954505608206	3.65810008283133e-15	-3.50988384686068	6.05920708544902e-39	-2.70406369021846	3.72732798273815e-07	-2.52935782379323	8.52301869475142e-08	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021614	Vcan	chr13:89655311-89742509	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021615	Xrcc4	chr13:89848920-90089608	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021619	Atg10	chr13:90935355-91223968	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021620	Acot12	chr13:91741511-91786148	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021621	Zcchc9	chr13:91796532-91807705	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021622	Ckmt2	chr13:91853386-91876885	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021624	Cd180	chr13:102693557-102739629	NA	NA	6.15429239201378	0.0110272036984152	NA	NA	3.59690530980261	0.0252389317814106	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021629	Slc30a5	chr13:100802647-100833427	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021635	Rad17	chr13:100617163-100651051	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021636	Marveld2	chr13:100595956-100616971	-5.92124453445857	4.03566327862614e-24	-5.34760997184986	1.34985128230936e-31	-4.95562044724175	3.89953551432243e-27	-6.06171346498848	1.00593992376964e-38	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021638	Ocln	chr13:100496506-100552718	-4.2319984385979	1.87656958863188e-06	-6.23872727945364	3.38380105394756e-18	-4.68016707817645	2.54366085688668e-12	-8.19557937500664	2.24846282421947e-17	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021639	Gtf2h2	chr13:100460249-100492561	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021640	Naip1	chr13:100407763-100452869	NA	NA	NA	NA	-6.7760086532678	0.0114668040809766	-8.29149315342027	1.40540814820976e-05	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021643	Serf1	chr13:100108011-100114571	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021645	Smn1	chr13:100124851-100137690	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021646	Mccc2	chr13:99948529-100015639	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021647	Cartpt	chr13:99898488-99901091	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021650	Ptcd2	chr13:99319646-99344705	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021660	Btf3	chr13:98309895-98317006	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021661	Ankra2	chr13:98263073-98274754	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021662	Arhgef28	chr13:97899468-98206167	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021665	Hexb	chr13:97176330-97198357	NA	NA	-2.2520611091473	8.52638396755286e-12	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021666	Gfm2	chr13:97137936-97181195	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021668	Polk	chr13:96480689-96542485	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021669	Col4a3bp	chr13:96542617-96640167	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021670	Hmgcr	chr13:96648966-96670936	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021671	Poc5	chr13:96388293-96417737	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021675	F2rl2	chr13:95696852-95702739	NA	NA	6.65164085047503	0.00216339325384765	7.15386377419181	0.0016336139008262	6.2374633093832	0.0310225208047519	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021676	Iqgap2	chr13:95627176-95891922	NA	NA	NA	NA	NA	NA	3.00272884158141	7.82839923906741e-19	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021678	F2rl1	chr13:95511731-95525227	-6.11709707769207	1.20912980329203e-05	-6.94125551583794	6.47185462117175e-05	-7.46586733383662	0.000596604248462915	-7.59144251761395	0.000237937061945935	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021679	S100z	chr13:95477267-95478721	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021680	Crhbp	chr13:95431370-95444924	NA	NA	5.63147360080924	0.0484125356032881	NA	NA	NA	NA	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021681	Aggf1	chr13:95350682-95375352	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021684	Pde8b	chr13:95024453-95250336	NA	NA	NA	NA	NA	NA	6.07707613842305	5.3250917095632e-05	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021685	Otp	chr13:94875601-94885130	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021686	Ap3b1	chr13:94358959-94566317	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021687	Scamp1	chr13:94201309-94285857	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021690	Jmy	chr13:93430100-93499808	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021692	Dimt1	chr13:106947158-106959760	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021693	Kif2a	chr13:106958995-107022126	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021694	Ercc8	chr13:108158737-108194985	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021696	Elovl7	chr13:108214403-108285683	NA	NA	-3.97462468810298	0.000240793658825502	-4.00596827861351	4.08399601981963e-07	-6.10746994233245	2.70775836222501e-14	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021697	Depdc1b	chr13:108316331-108389585	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021699	Pde4d	chr13:108654176-109953461	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021700	Rab3c	chr13:110054186-110280901	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021701	Plk2	chr13:110395045-110400844	NA	NA	-2.09783918712666	2.77977787854356e-15	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021702	Thbs4	chr13:92751589-92794818	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021703	Serinc5	chr13:92611090-92711947	-1.679504737443	1.62710957299903e-08	-1.9271166520084	2.79769803828108e-12	-2.15531189150449	1.67602022858599e-07	-1.95228209798371	2.20240448789426e-07	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021704	Mtx3	chr13:92844786-92858230	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021706	Zfyve16	chr13:92487107-92530868	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021707	Dhfr	chr13:92354725-92389053	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021708	Rasgrf2	chr13:91880399-92131656	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021709	Erbin	chr13:103818786-103920514	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021710	Nln	chr13:104023056-104109614	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021711	Trappc13	chr13:104142148-104178469	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021712	Trim23	chr13:104178796-104203372	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021713	Ppwd1	chr13:104205123-104228822	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021714	Cenpk	chr13:104228954-104249617	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021715	Cwc27	chr13:104631139-104817142	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021716	Srek1ip1	chr13:104817176-104839274	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021718	4933425L06Rik	chr13:105082121-105121782	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021719	Rgs7bp	chr13:104945903-105054930	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021720	Rnf180	chr13:105130000-105294815	-2.01593204508484	0.00978733095851997	-1.64325167577502	0.00966603310360858	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021721	Htr1a	chr13:105443638-105448122	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021725	Parp8	chr13:116854819-117025522	-2.3151258162598	1.93425632424721e-12	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021728	Emb	chr13:117208535-117274415	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021730	Hcn1	chr13:117602479-117987418	NA	NA	NA	NA	NA	NA	3.81604332452647	0.000143725926678433	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021731	Mrps30	chr13:118378380-118387252	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021732	Fgf10	chr13:118714698-118792115	3.36900148437001	6.01643979688254e-21	3.78393607655146	2.25649653299869e-32	2.98831934644669	0.000134703108861596	5.21805070351673	1.62607674103611e-30	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021733	Slc4a7	chr14:14702278-14799940	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021737	Psmd6	chr14:14112173-14120984	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021738	Atxn7	chr14:13961439-14107302	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021743	Fezf2	chr14:12342093-12348189	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021745	Ptprg	chr14:11553531-12242041	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021747	4930452B06Rik	chr14:8431191-8666240	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021748	Pdhb	chr14:8165995-8173025	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021749	Oit1	chr14:8348936-8378754	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021750	Fam107a	chr14:8296273-8318023	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021751	Acox2	chr14:8225510-8259353	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021752	Kctd6	chr14:8214139-8223563	NA	NA	NA	NA	1.55599911510487	0.000773894934759767	1.71401141606187	1.42234955840406e-05	FALSE	TRUE	FALSE	MES_spe
ENSMUSG00000021754	Map3k1	chr13:111746427-111808993	NA	NA	-1.89521647585347	6.02709112006119e-13	-2.36697776408567	1.11693250742704e-07	-2.81941890664848	2.45467591221808e-15	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021756	Il6st	chr13:112464069-112510086	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021758	Ddx4	chr13:112598332-112652475	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021759	Plpp1	chr13:112800791-112867894	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021760	Gpx8	chr13:113042752-113046410	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021763	BC067074	chr13:113293158-113379711	-1.98090666460881	1.12602625535791e-10	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	ECT_spe
ENSMUSG00000021764	Ndufs4	chr13:114287794-114388258	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021765	Fst	chr13:114452289-114458951	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021767	Kat6b	chr14:21481433-21672478	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021768	Dusp13	chr14:21733393-21748626	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021770	Samd8	chr14:21750530-21798726	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021771	Vdac2	chr14:21825237-21845879	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021772	Nkiras1	chr14:18271135-18284003	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021773	Comtd1	chr14:21845854-21848977	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021774	Ube2e1	chr14:18282721-18331859	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021775	Nr1d2	chr14:18204053-18239127	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021779	Thrb	chr14:17660260-18038090	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021782	Dlg5	chr14:24133952-24245920	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021785	Ngly1	chr14:16249279-16311926	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021786	Oxsm	chr14:16238651-16249808	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021789	Sftpa1	chr14:41131781-41136452	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021790	Dydc1	chr14:41072910-41092197	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
ENSMUSG00000021791	Dydc2	chr14:41049116-41069208	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	TRUE	None
